county_name,article,tax_allocation_point_of_sale,gs_105_524_adjustments,tax_allocation_other_1,article_42_adjustment_2,cost_of_collection_3,per_capita_adjustments,gs_105_486_b_adjustment_4,distributable_proceeds,month,year,date,fiscal_year
Beaufort,42-Food,0,0,33115.15,0,-120.54,0,2093.52,35088.13,july,2017,2017-07-01,2018
Beaufort,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Beaufort,44,25.7,0,0,0,-0.09,0,0,25.61,july,2017,2017-07-01,2018
Beaufort,44 *524(c.),0,12892.25,0,0,-46.93,0,0,12845.32,july,2017,2017-07-01,2018
Beaufort,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Beaufort,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Beaufort,Total,936971.52,-16673.32,154752.44,-2536.3,-3903.95,49760.47,21685.35,1140056.21,july,2017,2017-07-01,2018
Bertie,39,81547.5,-2573.25,0,0,-287.47,0,0,78686.78,july,2017,2017-07-01,2018
Bertie,39-Food,0,0,12017.97,0,-43.75,0,0,11974.22,july,2017,2017-07-01,2018
Bertie,40,40773.74,-1286.63,0,0,-143.73,79048.95,-3177.96,115214.37,july,2017,2017-07-01,2018
Bertie,40-Food,0,0,14216.34,0,-51.75,0,-380.22,13784.37,july,2017,2017-07-01,2018
Bertie,42,40773.74,-1286.63,0,-441.5,-142.13,0,0,38903.48,july,2017,2017-07-01,2018
Bertie,42-Food,0,0,14216.34,0,-51.75,0,-380.22,13784.37,july,2017,2017-07-01,2018
Bertie,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Bertie,44,26.57,0,0,0,-0.1,0,0,26.47,july,2017,2017-07-01,2018
Bertie,44 *524(c.),0,71286.55,0,0,-259.48,0,0,71027.07,july,2017,2017-07-01,2018
Bertie,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Bertie,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Bertie,Total,163121.55,66140.04,40450.65,-441.5,-980.16,79048.95,-3938.4,343401.13,july,2017,2017-07-01,2018
Bladen,39,193008.89,-6090.45,0,0,-680.38,0,0,186238.06,july,2017,2017-07-01,2018
Bladen,39-Food,0,0,43910.84,0,-159.84,0,0,43751,july,2017,2017-07-01,2018
Bladen,40,96504.47,-3045.22,0,0,-340.19,108752.75,8758.25,210630.06,july,2017,2017-07-01,2018
Bladen,40-Food,0,0,24240.41,0,-88.24,0,1047.85,25200.02,july,2017,2017-07-01,2018
Bladen,42,96504.47,-3045.22,0,-1044.95,-336.39,0,0,92077.91,july,2017,2017-07-01,2018
Bladen,42-Food,0,0,24240.41,0,-88.24,0,1047.85,25200.02,july,2017,2017-07-01,2018
Bladen,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Bladen,44,0.43,0,0,0,0,0,0,0.43,july,2017,2017-07-01,2018
Bladen,44 *524(c.),0,78111.86,0,0,-284.33,0,0,77827.53,july,2017,2017-07-01,2018
Bladen,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Bladen,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Bladen,Total,386018.26,65930.97,92391.66,-1044.95,-1977.61,108752.75,10853.95,660925.03,july,2017,2017-07-01,2018
Brunswick,39,1884600.38,-59469.06,0,0,-6643.48,0,0,1818487.84,july,2017,2017-07-01,2018
Brunswick,39-Food,0,0,138240.03,0,-503.19,0,0,137736.84,july,2017,2017-07-01,2018
Brunswick,40,942300.2,-29734.53,0,0,-3321.74,-196946.84,123803.19,836100.28,july,2017,2017-07-01,2018
Brunswick,40-Food,0,0,85531.37,0,-311.33,0,14811.96,100032,july,2017,2017-07-01,2018
Brunswick,42,942300.2,-29734.53,0,-10203.18,-3284.6,0,0,899077.89,july,2017,2017-07-01,2018
Brunswick,42-Food,0,0,85531.37,0,-311.33,0,14811.96,100032,july,2017,2017-07-01,2018
Brunswick,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Brunswick,44,11.76,0,0,0,-0.04,0,0,11.72,july,2017,2017-07-01,2018
Brunswick,44 *524(c.),0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Brunswick,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Brunswick,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Brunswick,Total,3769212.54,-118938.12,309302.77,-10203.18,-14375.71,-196946.84,153427.11,3891478.57,july,2017,2017-07-01,2018
Buncombe,39,3304419.01,-104271.81,0,0,-11648.54,0,0,3188498.66,july,2017,2017-07-01,2018
Buncombe,39-Food,0,0,466117.45,0,-1696.67,0,0,464420.78,july,2017,2017-07-01,2018
Buncombe,40,1652209.13,-52135.89,0,0,-5824.27,-124876.39,93232.13,1562604.71,july,2017,2017-07-01,2018
Buncombe,40-Food,0,0,176439.66,0,-642.24,0,11154.4,186951.82,july,2017,2017-07-01,2018
Buncombe,42,1652209.13,-52135.89,0,-17890.04,-5759.15,0,0,1576424.05,july,2017,2017-07-01,2018
Buncombe,42-Food,0,0,176439.66,0,-642.24,0,11154.4,186951.82,july,2017,2017-07-01,2018
Buncombe,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Buncombe,44,195.02,0,0,0,-0.71,0,0,194.31,july,2017,2017-07-01,2018
Buncombe,44 *524(c.),0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Buncombe,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Buncombe,46,825273.12,0,0,0,-3003.99,0,0,822269.13,july,2017,2017-07-01,2018
Buncombe,Total,7434305.41,-208543.59,818996.77,-17890.04,-29217.81,-124876.39,115540.93,7988315.28,july,2017,2017-07-01,2018
Burke,39,674075.13,-21270.62,0,0,-2376.21,0,0,650428.3,july,2017,2017-07-01,2018
Burke,39-Food,0,0,156648.55,0,-570.2,0,0,156078.35,july,2017,2017-07-01,2018
Burke,40,337037.58,-10635.31,0,0,-1188.1,188613.03,11982.5,525809.7,july,2017,2017-07-01,2018
Burke,40-Food,0,0,61699.46,0,-224.59,0,1433.6,62908.47,july,2017,2017-07-01,2018
Burke,42,337037.58,-10635.31,0,-3649.43,-1174.82,0,0,321578.02,july,2017,2017-07-01,2018
Burke,42-Food,0,0,61699.46,0,-224.59,0,1433.6,62908.47,july,2017,2017-07-01,2018
Burke,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Burke,44,58.49,0,0,0,-0.21,0,0,58.28,july,2017,2017-07-01,2018
Burke,44 *524(c.),0,166082.49,0,0,-604.54,0,0,165477.95,july,2017,2017-07-01,2018
Burke,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Burke,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Burke,Total,1348208.78,123541.25,280047.47,-3649.43,-6363.26,188613.03,14849.7,1945247.54,july,2017,2017-07-01,2018
Cabarrus,39,2427873.02,-76612.17,0,0,-8558.59,0,0,2342702.26,july,2017,2017-07-01,2018
Cabarrus,39-Food,0,0,212393.53,0,-773.11,0,0,211620.42,july,2017,2017-07-01,2018
Cabarrus,40,1213936.27,-38306.08,0,0,-4279.29,-42873.03,60280.75,1188758.62,july,2017,2017-07-01,2018
Cabarrus,40-Food,0,0,135505.62,0,-493.24,0,7212.06,142224.44,july,2017,2017-07-01,2018
Cabarrus,42,1213936.27,-38306.08,0,-13144.45,-4231.45,0,0,1158254.29,july,2017,2017-07-01,2018
Cabarrus,42-Food,0,0,135505.62,0,-493.24,0,7212.06,142224.44,july,2017,2017-07-01,2018
Cabarrus,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cabarrus,44,205.91,0,0,0,-0.75,0,0,205.16,july,2017,2017-07-01,2018
Cabarrus,44 *524(c.),0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cabarrus,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cabarrus,46,601445.36,0,0,0,-2189.26,0,0,599256.1,july,2017,2017-07-01,2018
Cabarrus,Total,5457396.83,-153224.33,483404.77,-13144.45,-21018.93,-42873.03,74704.87,5785245.73,july,2017,2017-07-01,2018
Caldwell,39,561351.21,-17713.59,0,0,-1978.84,0,0,541658.78,july,2017,2017-07-01,2018
Caldwell,39-Food,0,0,128900,0,-469.2,0,0,128430.8,july,2017,2017-07-01,2018
Caldwell,40,280675.61,-8856.79,0,0,-989.42,205305.76,11103.52,487238.68,july,2017,2017-07-01,2018
Caldwell,40-Food,0,0,57173.47,0,-208.11,0,1328.44,58293.8,july,2017,2017-07-01,2018
Caldwell,42,280675.61,-8856.79,0,-3039.14,-978.36,0,0,267801.32,july,2017,2017-07-01,2018
Caldwell,42-Food,0,0,57173.47,0,-208.11,0,1328.44,58293.8,july,2017,2017-07-01,2018
Caldwell,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Caldwell,44,8.35,0,0,0,-0.03,0,0,8.32,july,2017,2017-07-01,2018
Caldwell,44 *524(c.),0,130439.22,0,0,-474.8,0,0,129964.42,july,2017,2017-07-01,2018
Caldwell,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Caldwell,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Caldwell,Total,1122710.78,95012.05,243246.94,-3039.14,-5306.87,205305.76,13760.4,1671689.92,july,2017,2017-07-01,2018
Camden,39,46007.04,-1451.76,0,0,-162.18,0,0,44393.1,july,2017,2017-07-01,2018
Camden,39-Food,0,0,4251.55,0,-15.48,0,0,4236.07,july,2017,2017-07-01,2018
Camden,40,23003.53,-725.88,0,0,-81.09,36754.55,-4539.55,54411.56,july,2017,2017-07-01,2018
Camden,40-Food,0,0,7078.75,0,-25.77,0,-543.12,6509.86,july,2017,2017-07-01,2018
Camden,42,23003.53,-725.88,0,-249.08,-80.18,0,0,21948.39,july,2017,2017-07-01,2018
Camden,42-Food,0,0,7078.75,0,-25.77,0,-543.12,6509.86,july,2017,2017-07-01,2018
Camden,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Camden,44,14.79,0,0,0,-0.05,0,0,14.74,july,2017,2017-07-01,2018
Camden,44 *524(c.),0,36401.64,0,0,-132.5,0,0,36269.14,july,2017,2017-07-01,2018
Camden,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Camden,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Camden,Total,92028.89,33498.12,18409.05,-249.08,-523.02,36754.55,-5625.79,174292.72,july,2017,2017-07-01,2018
Carteret,39,1360588.5,-42933.73,0,0,-4796.26,0,0,1312858.51,july,2017,2017-07-01,2018
Carteret,39-Food,0,0,149407.13,0,-543.84,0,0,148863.29,july,2017,2017-07-01,2018
Carteret,40,680294.24,-21466.86,0,0,-2398.13,-253815.77,57859.87,460473.35,july,2017,2017-07-01,2018
Carteret,40-Food,0,0,48345.11,0,-175.98,0,6922.42,55091.55,july,2017,2017-07-01,2018
Carteret,42,680294.24,-21466.86,0,-7366.19,-2371.32,0,0,649089.87,july,2017,2017-07-01,2018
Carteret,42-Food,0,0,48345.11,0,-175.98,0,6922.42,55091.55,july,2017,2017-07-01,2018
Carteret,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Carteret,44,167.84,0,0,0,-0.61,0,0,167.23,july,2017,2017-07-01,2018
Carteret,44 *524(c.),0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Carteret,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Carteret,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Carteret,Total,2721344.82,-85867.45,246097.35,-7366.19,-10462.12,-253815.77,71704.71,2681635.35,july,2017,2017-07-01,2018
Caswell,39,76762.25,-2422.25,0,0,-270.6,0,0,74069.4,july,2017,2017-07-01,2018
Caswell,39-Food,0,0,15365.73,0,-55.93,0,0,15309.8,july,2017,2017-07-01,2018
Caswell,40,38381.14,-1211.13,0,0,-135.3,99076.39,-6384.66,129726.44,july,2017,2017-07-01,2018
Caswell,40-Food,0,0,16343.98,0,-59.49,0,-763.86,15520.63,july,2017,2017-07-01,2018
Caswell,42,38381.14,-1211.13,0,-415.59,-133.79,0,0,36620.63,july,2017,2017-07-01,2018
Caswell,42-Food,0,0,16343.98,0,-59.49,0,-763.86,15520.63,july,2017,2017-07-01,2018
Caswell,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Caswell,44,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Caswell,44 *524(c.),0,102379.62,0,0,-372.66,0,0,102006.96,july,2017,2017-07-01,2018
Caswell,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Caswell,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Caswell,Total,153524.53,97535.11,48053.69,-415.59,-1087.26,99076.39,-7912.38,388774.49,july,2017,2017-07-01,2018
Catawba,39,1930972.28,-60932.34,0,0,-6806.95,0,0,1863232.99,july,2017,2017-07-01,2018
Catawba,39-Food,0,0,262043.19,0,-953.84,0,0,261089.35,july,2017,2017-07-01,2018
Catawba,40,965485.96,-30466.16,0,0,-3403.47,-33119.29,-6089.61,892407.43,july,2017,2017-07-01,2018
Catawba,40-Food,0,0,107889.93,0,-392.72,0,-728.57,106768.64,july,2017,2017-07-01,2018
Catawba,42,965485.96,-30466.16,0,-10454.24,-3365.42,0,0,921200.14,july,2017,2017-07-01,2018
Catawba,42-Food,0,0,107889.93,0,-392.72,0,-728.57,106768.64,july,2017,2017-07-01,2018
Catawba,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Catawba,44,-52.17,0,0,0,0.19,0,0,-51.98,july,2017,2017-07-01,2018
Catawba,44 *524(c.),0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Catawba,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Catawba,46,481010.18,0,0,0,-1750.88,0,0,479259.3,july,2017,2017-07-01,2018
Catawba,Total,4342902.21,-121864.66,477823.05,-10454.24,-17065.81,-33119.29,-7546.75,4630674.51,july,2017,2017-07-01,2018
Chatham,39,582855.79,-18392.17,0,0,-2054.65,0,0,562408.97,july,2017,2017-07-01,2018
Chatham,39-Food,0,0,52931.97,0,-192.67,0,0,52739.3,july,2017,2017-07-01,2018
Chatham,40,291427.87,-9196.08,0,0,-1027.32,132877.5,9656.43,423738.4,july,2017,2017-07-01,2018
Chatham,40-Food,0,0,49722.23,0,-180.99,0,1155.3,50696.54,july,2017,2017-07-01,2018
Chatham,42,291427.87,-9196.08,0,-3155.57,-1015.84,0,0,278060.38,july,2017,2017-07-01,2018
Chatham,42-Food,0,0,49722.23,0,-180.99,0,1155.3,50696.54,july,2017,2017-07-01,2018
Chatham,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Chatham,44,0.36,0,0,0,0,0,0,0.36,july,2017,2017-07-01,2018
Chatham,44 *524(c.),0,119822.08,0,0,-436.15,0,0,119385.93,july,2017,2017-07-01,2018
Chatham,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Chatham,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Chatham,Total,1165711.89,83037.75,152376.43,-3155.57,-5088.61,132877.5,11967.03,1537726.42,july,2017,2017-07-01,2018
Cherokee,39,289120.46,-9123.27,0,0,-1019.19,0,0,278978,july,2017,2017-07-01,2018
Cherokee,39-Food,0,0,48348.99,0,-175.99,0,0,48173,july,2017,2017-07-01,2018
Cherokee,40,144560.2,-4561.64,0,0,-509.59,20631.56,-2691.64,157428.89,july,2017,2017-07-01,2018
Cherokee,40-Food,0,0,19226.99,0,-69.99,0,-322.03,18834.97,july,2017,2017-07-01,2018
Cherokee,42,144560.2,-4561.64,0,-1565.29,-503.9,0,0,137929.37,july,2017,2017-07-01,2018
Cherokee,42-Food,0,0,19226.99,0,-69.99,0,-322.03,18834.97,july,2017,2017-07-01,2018
Cherokee,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cherokee,44,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cherokee,44 *524(c.),0,18200.82,0,0,-66.25,0,0,18134.57,july,2017,2017-07-01,2018
Cherokee,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cherokee,46,71985.5,0,0,0,-262.03,0,0,71723.47,july,2017,2017-07-01,2018
Cherokee,Total,650226.36,-45.73,86802.97,-1565.29,-2676.93,20631.56,-3335.7,750037.24,july,2017,2017-07-01,2018
Chowan,39,121032.74,-3819.22,0,0,-426.66,0,0,116786.86,july,2017,2017-07-01,2018
Chowan,39-Food,0,0,23827.05,0,-86.73,0,0,23740.32,july,2017,2017-07-01,2018
Chowan,40,60516.37,-1909.61,0,0,-213.33,25449.3,7843.32,91686.05,july,2017,2017-07-01,2018
Chowan,40-Food,0,0,10067.69,0,-36.65,0,938.38,10969.42,july,2017,2017-07-01,2018
Chowan,42,60516.37,-1909.61,0,-655.27,-210.94,0,0,57740.55,july,2017,2017-07-01,2018
Chowan,42-Food,0,0,10067.69,0,-36.65,0,938.38,10969.42,july,2017,2017-07-01,2018
Chowan,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Chowan,44,16.59,0,0,0,-0.06,0,0,16.53,july,2017,2017-07-01,2018
Chowan,44 *524(c.),0,19717.56,0,0,-71.77,0,0,19645.79,july,2017,2017-07-01,2018
Chowan,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Chowan,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Chowan,Total,242082.07,12079.12,43962.43,-655.27,-1082.79,25449.3,9720.08,331554.94,july,2017,2017-07-01,2018
Clay,39,72882.92,-2299.84,0,0,-256.92,0,0,70326.16,july,2017,2017-07-01,2018
Clay,39-Food,0,0,11589.05,0,-42.18,0,0,11546.87,july,2017,2017-07-01,2018
Clay,40,36441.48,-1149.92,0,0,-128.46,28469.97,-2346.48,61286.59,july,2017,2017-07-01,2018
Clay,40-Food,0,0,7640.95,0,-27.81,0,-280.74,7332.4,july,2017,2017-07-01,2018
Clay,42,36441.48,-1149.92,0,-394.59,-127.02,0,0,34769.95,july,2017,2017-07-01,2018
Clay,42-Food,0,0,7640.95,0,-27.81,0,-280.74,7332.4,july,2017,2017-07-01,2018
Clay,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Clay,44,-2.03,0,0,0,0.01,0,0,-2.02,july,2017,2017-07-01,2018
Clay,44 *524(c.),0,24267.77,0,0,-88.33,0,0,24179.44,july,2017,2017-07-01,2018
Clay,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Clay,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Clay,Total,145763.85,19668.09,26870.95,-394.59,-698.52,28469.97,-2907.96,216771.79,july,2017,2017-07-01,2018
Cleveland,39,919533.02,-29016.11,0,0,-3241.48,0,0,887275.43,july,2017,2017-07-01,2018
Cleveland,39-Food,0,0,157708.3,0,-574.06,0,0,157134.24,july,2017,2017-07-01,2018
Cleveland,40,459766.51,-14508.05,0,0,-1620.74,120681.94,7498.43,571818.09,july,2017,2017-07-01,2018
Cleveland,40-Food,0,0,67762.51,0,-246.66,0,897.12,68412.97,july,2017,2017-07-01,2018
Cleveland,42,459766.51,-14508.05,0,-4978.33,-1602.62,0,0,438677.51,july,2017,2017-07-01,2018
Cleveland,42-Food,0,0,67762.51,0,-246.66,0,897.12,68412.97,july,2017,2017-07-01,2018
Cleveland,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cleveland,44,32.28,0,0,0,-0.12,0,0,32.16,july,2017,2017-07-01,2018
Cleveland,44 *524(c.),0,108446.56,0,0,-394.75,0,0,108051.81,july,2017,2017-07-01,2018
Cleveland,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cleveland,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cleveland,Total,1839098.32,50414.35,293233.32,-4978.33,-7927.09,120681.94,9292.67,2299815.18,july,2017,2017-07-01,2018
Columbus,39,403800.32,-12742.03,0,0,-1423.45,0,0,389634.84,july,2017,2017-07-01,2018
Columbus,39-Food,0,0,74192.49,0,-270.06,0,0,73922.43,july,2017,2017-07-01,2018
Columbus,40,201900.16,-6371.01,0,0,-711.73,135029.73,-61801.3,268045.85,july,2017,2017-07-01,2018
Columbus,40-Food,0,0,39607.46,0,-144.17,0,-7393.98,32069.31,july,2017,2017-07-01,2018
Columbus,42,201900.16,-6371.01,0,-2186.17,-703.77,0,0,192639.21,july,2017,2017-07-01,2018
Columbus,42-Food,0,0,39607.46,0,-144.17,0,-7393.98,32069.31,july,2017,2017-07-01,2018
Columbus,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Columbus,44,109.34,0,0,0,-0.4,0,0,108.94,july,2017,2017-07-01,2018
Columbus,44 *524(c.),0,199450.67,0,0,-726,0,0,198724.67,july,2017,2017-07-01,2018
Columbus,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Columbus,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Columbus,Total,807709.98,173966.62,153407.41,-2186.17,-4123.75,135029.73,-76589.26,1187214.56,july,2017,2017-07-01,2018
Craven,39,1046963.48,-33037.21,0,0,-3690.69,0,0,1010235.58,july,2017,2017-07-01,2018
Craven,39-Food,0,0,131325.87,0,-478.03,0,0,130847.84,july,2017,2017-07-01,2018
Craven,40,523481.74,-16518.6,0,0,-1845.35,92759.72,25939.04,623816.55,july,2017,2017-07-01,2018
Craven,40-Food,0,0,71792.07,0,-261.32,0,3103.38,74634.13,july,2017,2017-07-01,2018
Craven,42,523481.74,-16518.6,0,-5668.24,-1824.71,0,0,499470.19,july,2017,2017-07-01,2018
Craven,42-Food,0,0,71792.07,0,-261.32,0,3103.38,74634.13,july,2017,2017-07-01,2018
Craven,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Craven,44,67.81,0,0,0,-0.25,0,0,67.56,july,2017,2017-07-01,2018
Craven,44 *524(c.),0,76595.12,0,0,-278.81,0,0,76316.31,july,2017,2017-07-01,2018
Craven,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Craven,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Craven,Total,2093994.77,10520.71,274910.01,-5668.24,-8640.48,92759.72,32145.8,2490022.29,july,2017,2017-07-01,2018
Cumberland,39,3734652.17,-117847.93,0,0,-13165.17,0,0,3603639.07,july,2017,2017-07-01,2018
Cumberland,39-Food,0,0,446728.55,0,-1626.09,0,0,445102.46,july,2017,2017-07-01,2018
Cumberland,40,1867325.66,-58923.95,0,0,-6582.58,94372.41,-31875.17,1864316.37,july,2017,2017-07-01,2018
Cumberland,40-Food,0,0,227691.32,0,-828.8,0,-3813.58,223048.94,july,2017,2017-07-01,2018
Cumberland,42,1867325.66,-58923.95,0,-20219.31,-6508.98,0,0,1781673.42,july,2017,2017-07-01,2018
Cumberland,42-Food,0,0,227691.32,0,-828.8,0,-3813.58,223048.94,july,2017,2017-07-01,2018
Cumberland,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cumberland,44,4403.1,0,0,0,-16.03,0,0,4387.07,july,2017,2017-07-01,2018
Cumberland,44 *524(c.),0,4550.21,0,0,-16.56,0,0,4533.65,july,2017,2017-07-01,2018
Cumberland,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Cumberland,46,926540.84,0,0,0,-3372.61,0,0,923168.23,july,2017,2017-07-01,2018
Cumberland,Total,8400247.43,-231145.62,902111.19,-20219.31,-32945.62,94372.41,-39502.33,9072918.15,july,2017,2017-07-01,2018
Currituck,39,776762.97,-24510.96,0,0,-2738.2,0,0,749513.81,july,2017,2017-07-01,2018
Currituck,39-Food,0,0,30699.43,0,-111.75,0,0,30587.68,july,2017,2017-07-01,2018
Currituck,40,388381.51,-12255.48,0,0,-1369.1,-226992.83,-8413.74,139350.36,july,2017,2017-07-01,2018
Currituck,40-Food,0,0,17743.25,0,-64.59,0,-1006.63,16672.03,july,2017,2017-07-01,2018
Currituck,42,388381.51,-12255.48,0,-4205.38,-1353.79,0,0,370566.86,july,2017,2017-07-01,2018
Currituck,42-Food,0,0,17743.25,0,-64.59,0,-1006.63,16672.03,july,2017,2017-07-01,2018
Currituck,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Currituck,44,25.86,0,0,0,-0.09,0,0,25.77,july,2017,2017-07-01,2018
Currituck,44 *524(c.),0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Currituck,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Currituck,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Currituck,Total,1553551.85,-49021.92,66185.93,-4205.38,-5702.11,-226992.83,-10427,1323388.54,july,2017,2017-07-01,2018
Dare,39,2233692.25,-70484.75,0,0,-7874.08,0,0,2155333.42,july,2017,2017-07-01,2018
Dare,39-Food,0,0,124000.9,0,-451.36,0,0,123549.54,july,2017,2017-07-01,2018
Dare,40,1116846.13,-35242.37,0,0,-3937.04,-870086.62,102721,310301.1,july,2017,2017-07-01,2018
Dare,40-Food,0,0,24925.85,0,-90.73,0,12289.66,37124.78,july,2017,2017-07-01,2018
Dare,42,1116846.13,-35242.37,0,-12093.16,-3893.02,0,0,1065617.58,july,2017,2017-07-01,2018
Dare,42-Food,0,0,24925.85,0,-90.73,0,12289.66,37124.78,july,2017,2017-07-01,2018
Dare,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Dare,44,43.01,0,0,0,-0.16,0,0,42.85,july,2017,2017-07-01,2018
Dare,44 *524(c.),0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Dare,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Dare,46,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Dare,Total,4467427.52,-140969.49,173852.6,-12093.16,-16337.12,-870086.62,127300.32,3729094.05,july,2017,2017-07-01,2018
Davidson,39,1129733.69,-35649.04,0,0,-3982.47,0,0,1090102.18,july,2017,2017-07-01,2018
Davidson,39-Food,0,0,220140.45,0,-801.31,0,0,219339.14,july,2017,2017-07-01,2018
Davidson,40,564866.73,-17824.52,0,0,-1991.23,407444.21,-16011.54,936483.65,july,2017,2017-07-01,2018
Davidson,40-Food,0,0,114373.94,0,-416.32,0,-1915.64,112041.98,july,2017,2017-07-01,2018
Davidson,42,564866.73,-17824.52,0,-6116.35,-1968.97,0,0,538956.89,july,2017,2017-07-01,2018
Davidson,42-Food,0,0,114373.94,0,-416.32,0,-1915.64,112041.98,july,2017,2017-07-01,2018
Davidson,43,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Davidson,44,88.57,0,0,0,-0.32,0,0,88.25,july,2017,2017-07-01,2018
Davidson,44 *524(c.),0,376150.31,0,0,-1369.19,0,0,374781.12,july,2017,2017-07-01,2018
Davidson,45,0,0,0,0,0,0,0,0,july,2017,2017-07-01,2018
Davidson,46,281491.94,0,0,0,-1024.63,0,0,280467.31,july,2017,2017-07-01,2018
Davidson,Total,2541047.66,304852.23,448888.33,-6116.35,-11970.76,407444.21,-19842.82,3664302.5,july,2017,2017-07-01,2018
Davie,39,305927.27,-9653.62,0,0,-1078.44,0,0,295195.21,july,2017,2017-07-01,2018
Davie,39-Food,0,0,41536.49,0,-151.19,0,0,41385.3,july,2017,2017-07-01,2018
Davie,40,152963.62,-4826.81,0,0,-539.22,93090.62,-16119.57,224568.64,july,2017,2017-07-01,2018
Davie,40-Food,0,0,28901.41,0,-105.2,0,-1928.56,26867.65,july,2017,2017-07-01,2018
Davie,42,152963.62,-4826.81,0,-1656.28,-533.19,0,0,145947.34,july,2017,2017-07-01,2018
