county,categories,gross_collections,taxable_sales_and_purchases,year
Alamance,Alamance,41204230,1712541862,2001
Alamance,1% Retail Sales,349500,34829870,2001
Alamance,2% And 3% Retail Sales,210570,8794652,2001
Alamance,Apparel,2836968,71623293,2001
Alamance,Automotive,2827086,256168130,2001
Alamance,Food,7804840,331443561,2001
Alamance,Furniture,1508628,42657992,2001
Alamance,General Merchandise,9918111,393199615,2001
Alamance,Lumber And Building Material,7001676,205366619,2001
Alamance,Unclassified,6329197,368458130,2001
Alamance,"Use Tax - 1%, 3%, And 4%",2417654,,2001
Alexander,Alexander,3724722,201235993,2001
Alexander,1% Retail Sales,28078,2802587,2001
Alexander,2% And 3% Retail Sales,15466,713017,2001
Alexander,Apparel,67394,1713815,2001
Alexander,Automotive,417120,50084023,2001
Alexander,Food,956557,46817212,2001
Alexander,Furniture,121059,9435309,2001
Alexander,General Merchandise,1010913,59538836,2001
Alexander,Lumber And Building Material,584103,17577223,2001
Alexander,Unclassified,390380,12553971,2001
Alexander,"Use Tax - 1%, 3%, And 4%",133652,,2001
Alleghany,Alleghany,1762313,70338536,2001
Alleghany,1% Retail Sales,3599,359892,2001
Alleghany,2% And 3% Retail Sales,14648,673483,2001
Alleghany,Apparel,29162,1087506,2001
Alleghany,Automotive,170747,7623202,2001
Alleghany,Food,443815,22223068,2001
Alleghany,Furniture,33217,921490,2001
Alleghany,General Merchandise,390025,19614680,2001
Alleghany,Lumber And Building Material,465423,12498421,2001
Alleghany,Unclassified,158784,5336794,2001
Alleghany,"Use Tax - 1%, 3%, And 4%",52895,,2001
Anson,Anson,3097028,150374349,2001
Anson,1% Retail Sales,79747,7952800,2001
Anson,2% And 3% Retail Sales,12412,575604,2001
Anson,Apparel,62662,1566238,2001
Anson,Automotive,503566,33874360,2001
Anson,Food,825929,42564129,2001
Anson,Furniture,117687,3171219,2001
Anson,General Merchandise,985330,40205933,2001
Anson,Lumber And Building Material,90615,9126896,2001
Anson,Unclassified,312498,11337170,2001
Anson,"Use Tax - 1%, 3%, And 4%",106583,,2001
Ashe,Ashe,3915315,184809584,2001
Ashe,1% Retail Sales,26597,2658171,2001
Ashe,2% And 3% Retail Sales,39132,1814714,2001
Ashe,Apparel,85018,2116255,2001
Ashe,Automotive,456207,30148651,2001
Ashe,Food,924874,55789425,2001
Ashe,Furniture,108019,2955118,2001
Ashe,General Merchandise,685984,51063098,2001
Ashe,Lumber And Building Material,617801,16403476,2001
Ashe,Unclassified,755336,21860676,2001
Ashe,"Use Tax - 1%, 3%, And 4%",216348,,2001
Buncombe,Buncombe,91079187,3385178057,2001
Buncombe,1% Retail Sales,526253,52408007,2001
Buncombe,2% And 3% Retail Sales,279559,12641368,2001
Buncombe,Apparel,5530735,143257026,2001
Buncombe,Automotive,4385546,463912376,2001
Buncombe,Food,17596856,745675924,2001
Buncombe,Furniture,4516320,143283327,2001
Buncombe,General Merchandise,20604727,727434692,2001
Buncombe,Lumber And Building Material,11816988,368428920,2001
Buncombe,Unclassified,20471341,728136417,2001
Buncombe,"Use Tax - 1%, 3%, And 4%",5350861,,2001
Burke,Burke,15780405,769605256,2001
Burke,1% Retail Sales,159150,15787830,2001
Burke,2% And 3% Retail Sales,227188,9256997,2001
Burke,Apparel,522994,13081635,2001
Burke,Automotive,1234036,174243675,2001
Burke,Food,4570499,246314175,2001
Burke,Furniture,767168,19413751,2001
Burke,General Merchandise,3904643,159317697,2001
Burke,Lumber And Building Material,1847783,64636470,2001
Burke,Unclassified,1895926,67553026,2001
Burke,"Use Tax - 1%, 3%, And 4%",651017,,2001
Cabarrus,Cabarrus,48327221,1903124546,2001
Cabarrus,1% Retail Sales,183749,18320011,2001
Cabarrus,2% And 3% Retail Sales,315882,11809064,2001
Cabarrus,Apparel,2737394,71464587,2001
Cabarrus,Automotive,3327469,383080805,2001
Cabarrus,Food,10057639,400363728,2001
Cabarrus,Furniture,2099891,69246435,2001
Cabarrus,General Merchandise,12172670,495877357,2001
Cabarrus,Lumber And Building Material,6717654,189514458,2001
Cabarrus,Unclassified,7519356,263448101,2001
Cabarrus,"Use Tax - 1%, 3%, And 4%",3195519,,2001
Caldwell,Caldwell,14151451,703609816,2001
Caldwell,1% Retail Sales,233935,23233437,2001
Caldwell,2% And 3% Retail Sales,138948,6184246,2001
Caldwell,Apparel,501404,12609113,2001
Caldwell,Automotive,794092,78549624,2001
Caldwell,Food,3338303,186531031,2001
Caldwell,Furniture,1362016,64486413,2001
Caldwell,General Merchandise,3799391,155572136,2001
Caldwell,Lumber And Building Material,1603925,48078343,2001
Caldwell,Unclassified,1741813,128365473,2001
Caldwell,"Use Tax - 1%, 3%, And 4%",637624,,2001
Camden,Camden,648733,27647667,2001
Camden,1% Retail Sales,2049,202515,2001
Camden,2% And 3% Retail Sales,19985,742582,2001
Camden,Apparel,14671,366807,2001
Camden,Automotive,38260,3960384,2001
Camden,Food,127451,5976476,2001
Camden,Furniture,7031,230573,2001
Camden,General Merchandise,68399,2485389,2001
Camden,Lumber And Building Material,85941,3940467,2001
Camden,Unclassified,256672,9742474,2001
Camden,"Use Tax - 1%, 3%, And 4%",28274,,2001
Chowan,Chowan,2466611,117843813,2001
Chowan,1% Retail Sales,46333,4488687,2001
Chowan,2% And 3% Retail Sales,20696,748134,2001
Chowan,Apparel,74809,1851968,2001
Chowan,Automotive,244101,42031820,2001
Chowan,Food,764366,29340203,2001
Chowan,Furniture,100669,2873338,2001
Chowan,General Merchandise,418500,17150926,2001
Chowan,Lumber And Building Material,190664,6381969,2001
Chowan,Unclassified,387960,12976768,2001
Chowan,"Use Tax - 1%, 3%, And 4%",218515,,2001
Clay,Clay,1372940,83198718,2001
Clay,1% Retail Sales,1810,181524,2001
Clay,2% And 3% Retail Sales,41343,1531074,2001
Clay,Apparel,67406,1752901,2001
Clay,Automotive,154710,32072819,2001
Clay,Food,371002,18244157,2001
Clay,Furniture,64490,3116486,2001
Clay,General Merchandise,208469,10342693,2001
Clay,Lumber And Building Material,191617,6233505,2001
Clay,Unclassified,220274,9723559,2001
Clay,"Use Tax - 1%, 3%, And 4%",51820,,2001
Cleveland,Cleveland,21621777,1038789600,2001
Cleveland,1% Retail Sales,342547,34150158,2001
Cleveland,2% And 3% Retail Sales,200842,9061183,2001
Cleveland,Apparel,728086,21022937,2001
Cleveland,Automotive,1914629,267670172,2001
Cleveland,Food,5304575,256785998,2001
Cleveland,Furniture,711931,19228341,2001
Cleveland,General Merchandise,5986342,250169220,2001
Cleveland,Lumber And Building Material,3081452,105767127,2001
Cleveland,Unclassified,2155388,74934464,2001
Cleveland,"Use Tax - 1%, 3%, And 4%",1195985,,2001
Columbus,Columbus,10553568,460561000,2001
Columbus,1% Retail Sales,119052,11835396,2001
Columbus,2% And 3% Retail Sales,174328,8441906,2001
Columbus,Apparel,223713,5788122,2001
Columbus,Automotive,1203932,95879180,2001
Columbus,Food,1879123,92591668,2001
Columbus,Furniture,476910,13345739,2001
Columbus,General Merchandise,3137157,142756866,2001
Columbus,Lumber And Building Material,1238513,47095576,2001
Columbus,Unclassified,1348417,42826547,2001
Columbus,"Use Tax - 1%, 3%, And 4%",752425,,2001
Craven,Craven,21893199,930508738,2001
Craven,1% Retail Sales,81044,8060205,2001
Craven,2% And 3% Retail Sales,310781,13100400,2001
Craven,Apparel,527351,13294124,2001
Craven,Automotive,1350172,169453782,2001
Craven,Food,4860437,204583869,2001
Craven,Furniture,1242421,35639569,2001
Craven,General Merchandise,5649576,213314624,2001
Craven,Lumber And Building Material,3440668,124933501,2001
Craven,Unclassified,3446063,148128664,2001
Craven,"Use Tax - 1%, 3%, And 4%",984684,,2001
Duplin,Duplin,7098051,320309750,2001
Duplin,1% Retail Sales,215378,21508737,2001
Duplin,2% And 3% Retail Sales,191495,9034097,2001
Duplin,Apparel,96400,2386279,2001
Duplin,Automotive,1011165,68937312,2001
Duplin,Food,1920668,81987193,2001
Duplin,Furniture,333375,9530755,2001
Duplin,General Merchandise,1839999,79893989,2001
Duplin,Lumber And Building Material,404966,14777430,2001
Duplin,Unclassified,773846,32253958,2001
Duplin,"Use Tax - 1%, 3%, And 4%",310758,,2001
Durham,Durham,129528113,3688798890,2001
Durham,1% Retail Sales,1001378,99310387,2001
Durham,2% And 3% Retail Sales,267656,11308304,2001
Durham,Apparel,2460972,62128727,2001
Durham,Automotive,4266267,595847272,2001
Durham,Food,19813045,776517904,2001
Durham,Furniture,3885401,123135805,2001
Durham,General Merchandise,22243373,703721083,2001
Durham,Lumber And Building Material,9377503,292165384,2001
Durham,Unclassified,30629974,1024664024,2001
Durham,"Use Tax - 1%, 3%, And 4%",35582546,,2001
Edgecombe,Edgecombe,9443682,414917742,2001
Edgecombe,1% Retail Sales,138388,13770132,2001
Edgecombe,2% And 3% Retail Sales,127098,5515034,2001
Edgecombe,Apparel,422548,10805690,2001
Edgecombe,Automotive,529304,37689915,2001
Edgecombe,Food,2195159,127798827,2001
Edgecombe,Furniture,447423,14136799,2001
Edgecombe,General Merchandise,1928265,83520810,2001
Edgecombe,Lumber And Building Material,740488,38627447,2001
Edgecombe,Unclassified,1730205,83053088,2001
Edgecombe,"Use Tax - 1%, 3%, And 4%",1184805,,2001
Forsyth,Forsyth,130968761,5494698408,2001
Forsyth,1% Retail Sales,915808,90870817,2001
Forsyth,2% And 3% Retail Sales,605318,26324070,2001
Forsyth,Apparel,4667456,120402382,2001
Forsyth,Automotive,7716265,1274300876,2001
Forsyth,Food,25478558,1011055331,2001
Forsyth,Furniture,6725781,205980671,2001
Forsyth,General Merchandise,31012050,1139736108,2001
Forsyth,Lumber And Building Material,16244626,480233492,2001
Forsyth,Unclassified,28146916,1145794661,2001
Forsyth,"Use Tax - 1%, 3%, And 4%",9455984,,2001
Franklin,Franklin,6958283,290829134,2001
Franklin,1% Retail Sales,54169,5412039,2001
Franklin,2% And 3% Retail Sales,208022,8269062,2001
Franklin,Apparel,148295,3707102,2001
Franklin,Automotive,447680,40299937,2001
Franklin,Food,1271133,74275077,2001
Franklin,Furniture,175480,8553812,2001
Franklin,General Merchandise,1571000,67438390,2001
Franklin,Lumber And Building Material,1372950,44363862,2001
Franklin,Unclassified,1063441,38509853,2001
Franklin,"Use Tax - 1%, 3%, And 4%",646113,,2001
Guilford,Guilford,212493341,9371295348,2001
Guilford,1% Retail Sales,2348259,234391974,2001
Guilford,2% And 3% Retail Sales,1456424,64042528,2001
Guilford,Apparel,5423291,169494673,2001
Guilford,Automotive,9896668,1148239691,2001
Guilford,Food,34451770,1391879676,2001
Guilford,Furniture,13309113,754875099,2001
Guilford,General Merchandise,56282413,2625654446,2001
Guilford,Lumber And Building Material,36683192,1205706903,2001
Guilford,Unclassified,40254028,1777010358,2001
Guilford,"Use Tax - 1%, 3%, And 4%",12388184,,2001
Halifax,Halifax,11459943,503259241,2001
Halifax,1% Retail Sales,226332,22616813,2001
Halifax,2% And 3% Retail Sales,215963,9391665,2001
Halifax,Apparel,312783,7998505,2001
Halifax,Automotive,1178853,101855435,2001
Halifax,Food,3037877,141052400,2001
Halifax,Furniture,347371,9619775,2001
Halifax,General Merchandise,3177238,120887700,2001
Halifax,Lumber And Building Material,342903,15314254,2001
Halifax,Unclassified,1876039,74522694,2001
Halifax,"Use Tax - 1%, 3%, And 4%",744585,,2001
Harnett,Harnett,13916954,567327976,2001
Harnett,1% Retail Sales,196456,19600173,2001
Harnett,2% And 3% Retail Sales,196376,9062854,2001
Harnett,Apparel,199203,5020506,2001
Harnett,Automotive,981174,63701588,2001
Harnett,Food,3184577,155198571,2001
Harnett,Furniture,555578,16150808,2001
Harnett,General Merchandise,4252807,167250219,2001
Harnett,Lumber And Building Material,1410565,43596731,2001
Harnett,Unclassified,2158058,87746526,2001
Harnett,"Use Tax - 1%, 3%, And 4%",782160,,2001
Haywood,Haywood,15425741,614882175,2001
Haywood,1% Retail Sales,38377,3834855,2001
Haywood,2% And 3% Retail Sales,93088,3798446,2001
Haywood,Apparel,432914,10962146,2001
Haywood,Automotive,940873,101081857,2001
Haywood,Food,3599669,155246598,2001
Haywood,Furniture,650048,18352190,2001
Haywood,General Merchandise,3987898,150300796,2001
Haywood,Lumber And Building Material,2500016,71021890,2001
Haywood,Unclassified,2837344,100283397,2001
Haywood,"Use Tax - 1%, 3%, And 4%",345516,,2001
Henderson,Henderson,24755491,978504346,2001
Henderson,1% Retail Sales,196524,19215076,2001
Henderson,2% And 3% Retail Sales,140869,5908602,2001
Henderson,Apparel,620411,16315629,2001
Henderson,Automotive,1793978,158997927,2001
Henderson,Food,5134926,241780026,2001
Henderson,Furniture,701877,19744363,2001
Henderson,General Merchandise,6272498,216266483,2001
Henderson,Lumber And Building Material,4894920,133568017,2001
Henderson,Unclassified,3381058,166708223,2001
Henderson,"Use Tax - 1%, 3%, And 4%",1618429,,2001
Johnston,Johnston,29218231,1305467475,2001
Johnston,1% Retail Sales,212795,21040479,2001
Johnston,2% And 3% Retail Sales,417740,17486272,2001
Johnston,Apparel,2055350,51494071,2001
Johnston,Automotive,1800088,224632029,2001
Johnston,Food,6769206,287243563,2001
Johnston,Furniture,1368362,37361389,2001
Johnston,General Merchandise,5232248,248998914,2001
Johnston,Lumber And Building Material,5163703,145441184,2001
Johnston,Unclassified,5227448,271769574,2001
Johnston,"Use Tax - 1%, 3%, And 4%",971292,,2001
Jones,Jones,823066,33810292,2001
Jones,1% Retail Sales,23744,2372214,2001
Jones,2% And 3% Retail Sales,13149,657338,2001
Jones,Apparel,3372,84032,2001
Jones,Automotive,73029,4027728,2001
Jones,Food,123545,4868277,2001
Jones,Furniture,14653,885002,2001
Jones,General Merchandise,49481,2858431,2001
Jones,Lumber And Building Material,14569,579785,2001
Jones,Unclassified,483219,17477485,2001
Jones,"Use Tax - 1%, 3%, And 4%",24304,,2001
Lee,Lee,16965841,717726399,2001
Lee,1% Retail Sales,222655,21961605,2001
Lee,2% And 3% Retail Sales,832634,32320520,2001
Lee,Apparel,421682,10525129,2001
Lee,Automotive,1121037,134776407,2001
Lee,Food,3265158,159806347,2001
Lee,Furniture,284171,8206536,2001
Lee,General Merchandise,4107502,164717070,2001
Lee,Lumber And Building Material,3057184,87909178,2001
Lee,Unclassified,2940051,97503607,2001
Lee,"Use Tax - 1%, 3%, And 4%",713765,,2001
Lenoir,Lenoir,18264943,779130589,2001
Lenoir,1% Retail Sales,301374,30093825,2001
Lenoir,2% And 3% Retail Sales,308301,13765793,2001
Lenoir,Apparel,705115,17773238,2001
Lenoir,Automotive,1096169,92608270,2001
Lenoir,Food,3743457,143711694,2001
Lenoir,Furniture,565903,17907836,2001
Lenoir,General Merchandise,4997371,301421770,2001
Lenoir,Lumber And Building Material,2101230,66792452,2001
Lenoir,Unclassified,2329789,95055711,2001
Lenoir,"Use Tax - 1%, 3%, And 4%",2116235,,2001
Lincoln,Lincoln,13009623,548780447,2001
Lincoln,1% Retail Sales,109262,10908560,2001
Lincoln,2% And 3% Retail Sales,307775,11624162,2001
Lincoln,Apparel,238570,6138922,2001
Lincoln,Automotive,775149,95484852,2001
Lincoln,Food,2579497,132357114,2001
Lincoln,Furniture,642404,19767780,2001
Lincoln,General Merchandise,3541504,134000434,2001
Lincoln,Lumber And Building Material,2606769,70059116,2001
Lincoln,Unclassified,1519550,68439507,2001
Lincoln,"Use Tax - 1%, 3%, And 4%",689145,,2001
Mitchell,Mitchell,4019965,171516921,2001
Mitchell,1% Retail Sales,37884,3788415,2001
Mitchell,2% And 3% Retail Sales,41061,2047970,2001
Mitchell,Apparel,59926,1503032,2001
Mitchell,Automotive,501692,21758808,2001
Mitchell,Food,667862,30511585,2001
Mitchell,Furniture,115780,3118919,2001
Mitchell,General Merchandise,1513273,62554776,2001
Mitchell,Lumber And Building Material,287455,10598306,2001
Mitchell,Unclassified,680482,35635110,2001
Mitchell,"Use Tax - 1%, 3%, And 4%",114550,,2001
Montgomery,Montgomery,4451429,265740348,2001
Montgomery,1% Retail Sales,89668,8968311,2001
Montgomery,2% And 3% Retail Sales,164595,8212335,2001
Montgomery,Apparel,20292,12826830,2001
Montgomery,Automotive,551858,70407959,2001
Montgomery,Food,1053540,57492430,2001
Montgomery,Furniture,159350,4778691,2001
Montgomery,General Merchandise,927351,39896434,2001
Montgomery,Lumber And Building Material,300453,19064447,2001
Montgomery,Unclassified,891285,44092911,2001
Montgomery,"Use Tax - 1%, 3%, And 4%",293036,,2001
Moore,Moore,23737112,969168801,2001
Moore,1% Retail Sales,98772,9811985,2001
Moore,2% And 3% Retail Sales,117985,5403472,2001
Moore,Apparel,726239,18913944,2001
Moore,Automotive,1124781,165335002,2001
Moore,Food,5146321,236261864,2001
Moore,Furniture,1057505,29586190,2001
Moore,General Merchandise,6188286,253168776,2001
Moore,Lumber And Building Material,2776125,75196390,2001
Moore,Unclassified,5616808,175491178,2001
Moore,"Use Tax - 1%, 3%, And 4%",884291,,2001
Nash,Nash,32187495,1426101170,2001
Nash,1% Retail Sales,371171,37032650,2001
Nash,2% And 3% Retail Sales,494117,22279488,2001
Nash,Apparel,1734927,44809186,2001
Nash,Automotive,1724833,170026652,2001
Nash,Food,6556498,325992311,2001
Nash,Furniture,1176439,31847590,2001
Nash,General Merchandise,8531431,343513261,2001
Nash,Lumber And Building Material,4444351,134735626,2001
Nash,Unclassified,5966097,315864406,2001
Nash,"Use Tax - 1%, 3%, And 4%",1187632,,2001
New Hanover,New Hanover,83902134,3313441485,2001
New Hanover,1% Retail Sales,809088,80813869,2001
New Hanover,2% And 3% Retail Sales,954967,34293606,2001
New Hanover,Apparel,4243491,112756781,2001
New Hanover,Automotive,3894374,575695483,2001
New Hanover,Food,15288878,615527323,2001
New Hanover,Furniture,3706500,139404811,2001
New Hanover,General Merchandise,24162289,826755087,2001
New Hanover,Lumber And Building Material,10235968,303985811,2001
New Hanover,Unclassified,16031919,624208714,2001
New Hanover,"Use Tax - 1%, 3%, And 4%",4574660,,2001
Pender,Pender,4915190,237452326,2001
Pender,1% Retail Sales,28016,2779268,2001
Pender,2% And 3% Retail Sales,44217,2039445,2001
Pender,Apparel,168968,4225795,2001
Pender,Automotive,242130,42653752,2001
Pender,Food,1998635,87750836,2001
Pender,Furniture,100861,3874681,2001
Pender,General Merchandise,810852,38774557,2001
Pender,Lumber And Building Material,271393,22561240,2001
Pender,Unclassified,825808,32792752,2001
Pender,"Use Tax - 1%, 3%, And 4%",424310,,2001
Perquimans,Perquimans,858120,38927959,2001
Perquimans,1% Retail Sales,13978,1396702,2001
Perquimans,2% And 3% Retail Sales,10419,462845,2001
Perquimans,Apparel,4748,132112,2001
Perquimans,Automotive,116258,5056907,2001
Perquimans,Food,299082,15788028,2001
Perquimans,Furniture,4765,167278,2001
Perquimans,General Merchandise,104489,8563213,2001
Perquimans,Lumber And Building Material,22907,680055,2001
Perquimans,Unclassified,229716,6680819,2001
Perquimans,"Use Tax - 1%, 3%, And 4%",51758,,2001
Person,Person,7198412,333124766,2001
Person,1% Retail Sales,46359,4629567,2001
Person,2% And 3% Retail Sales,143558,6191609,2001
Person,Apparel,146086,3641366,2001
Person,Automotive,1032033,88907647,2001
Person,Food,1569845,81257270,2001
Person,Furniture,257497,7104335,2001
Person,General Merchandise,1677506,85915496,2001
Person,Lumber And Building Material,903855,24557982,2001
Person,Unclassified,1057675,30919494,2001
Person,"Use Tax - 1%, 3%, And 4%",363998,,2001
Pitt,Pitt,45051401,1977292038,2001
Pitt,1% Retail Sales,493116,49169622,2001
Pitt,2% And 3% Retail Sales,699325,30960273,2001
Pitt,Apparel,1592142,40365321,2001
Pitt,Automotive,3292689,467415637,2001
Pitt,Food,10469990,398441115,2001
Pitt,Furniture,1776748,48071431,2001
Pitt,General Merchandise,11586880,522859759,2001
Pitt,Lumber And Building Material,5994729,164774786,2001
Pitt,Unclassified,7077122,255234094,2001
Pitt,"Use Tax - 1%, 3%, And 4%",2068660,,2001
Polk,Polk,2180179,113637654,2001
Polk,1% Retail Sales,6631,677938,2001
Polk,2% And 3% Retail Sales,8786,424228,2001
Polk,Apparel,149956,3822703,2001
Polk,Automotive,208003,25529050,2001
Polk,Food,825765,42457925,2001
Polk,Furniture,52686,1384442,2001
Polk,General Merchandise,284033,22729540,2001
Polk,Lumber And Building Material,155049,5691863,2001
Polk,Unclassified,320613,10919965,2001
Polk,"Use Tax - 1%, 3%, And 4%",168656,,2001
Rutherford,Rutherford,13378701,526426943,2001
Rutherford,1% Retail Sales,108514,10796023,2001
Rutherford,2% And 3% Retail Sales,96337,4294554,2001
Rutherford,Apparel,646437,16215027,2001
Rutherford,Automotive,1018365,67343994,2001
Rutherford,Food,2951772,134691527,2001
Rutherford,Furniture,473960,16610322,2001
Rutherford,General Merchandise,3967162,166274760,2001
Rutherford,Lumber And Building Material,1537019,46596206,2001
Rutherford,Unclassified,1893025,63604530,2001
Rutherford,"Use Tax - 1%, 3%, And 4%",686113,,2001
Sampson,Sampson,10658472,495746109,2001
Sampson,1% Retail Sales,180914,18024088,2001
Sampson,2% And 3% Retail Sales,107435,5162925,2001
Sampson,Apparel,324199,8312311,2001
Sampson,Automotive,1049294,97213424,2001
Sampson,Food,1752939,68919238,2001
Sampson,Furniture,677013,19389779,2001
Sampson,General Merchandise,3142462,172962636,2001
Sampson,Lumber And Building Material,1577025,50606499,2001
Sampson,Unclassified,1217432,55155209,2001
Sampson,"Use Tax - 1%, 3%, And 4%",629758,,2001
Scotland,Scotland,8378770,299675036,2001
Scotland,1% Retail Sales,84194,8398296,2001
Scotland,2% And 3% Retail Sales,78523,3918820,2001
Scotland,Apparel,303516,7871860,2001
Scotland,Automotive,591453,27072790,2001
Scotland,Food,1621404,85852515,2001
Scotland,Furniture,287491,7698306,2001
Scotland,General Merchandise,2770252,102773085,2001
Scotland,Lumber And Building Material,738886,26032798,2001
Scotland,Unclassified,909919,30056566,2001
Scotland,"Use Tax - 1%, 3%, And 4%",993131,,2001
Stanly,Stanly,15213140,624246689,2001
Stanly,1% Retail Sales,115873,11360997,2001
Stanly,2% And 3% Retail Sales,190419,8188183,2001
Stanly,Apparel,329957,8487946,2001
Stanly,Automotive,1451077,157023140,2001
Stanly,Food,3807611,161189073,2001
Stanly,Furniture,813484,30711192,2001
Stanly,General Merchandise,3908348,138188391,2001
Stanly,Lumber And Building Material,1755982,47061702,2001
Stanly,Unclassified,1817183,62036065,2001
Stanly,"Use Tax - 1%, 3%, And 4%",1023205,,2001
Stokes,Stokes,4026189,172570738,2001
Stokes,1% Retail Sales,19336,1926480,2001
Stokes,2% And 3% Retail Sales,34057,1681249,2001
Stokes,Apparel,46535,1169264,2001
Stokes,Automotive,508373,23884049,2001
Stokes,Food,1383661,71321341,2001
Stokes,Furniture,187533,5572192,2001
Stokes,General Merchandise,454648,33326832,2001
Stokes,Lumber And Building Material,564964,15090897,2001
Stokes,Unclassified,604359,18598434,2001
Stokes,"Use Tax - 1%, 3%, And 4%",222724,,2001
Vance,Vance,11365127,525606612,2001
Vance,1% Retail Sales,127906,12783715,2001
Vance,2% And 3% Retail Sales,437890,19273439,2001
Vance,Apparel,405071,10140363,2001
Vance,Automotive,1115050,140126414,2001
Vance,Food,2316941,116554451,2001
Vance,Furniture,451013,13563482,2001
Vance,General Merchandise,3301367,123626364,2001
Vance,Lumber And Building Material,1550201,41387210,2001
Vance,Unclassified,1149923,48151174,2001
Vance,"Use Tax - 1%, 3%, And 4%",509765,,2001
Wake,Wake,323975565,12546177149,2001
Wake,1% Retail Sales,1601680,158766105,2001
Wake,2% And 3% Retail Sales,1514084,64803249,2001
Wake,Apparel,9386111,244699126,2001
Wake,Automotive,13585538,1877083015,2001
Wake,Food,58389786,2300558223,2001
Wake,Furniture,16936098,482881856,2001
Wake,General Merchandise,82486413,2940556009,2001
Wake,Lumber And Building Material,50909300,1540133673,2001
Wake,Unclassified,65310190,2936695893,2001
Wake,"Use Tax - 1%, 3%, And 4%",23856364,,2001
Warren,Warren,1601709,77162921,2001
Warren,1% Retail Sales,30704,3069689,2001
Warren,2% And 3% Retail Sales,104666,3687177,2001
Warren,Apparel,6812,168356,2001
Warren,Automotive,269279,18837809,2001
Warren,Food,400902,26283135,2001
Warren,Furniture,97222,3362270,2001
Warren,General Merchandise,137314,7651452,2001
Warren,Lumber And Building Material,211918,6086935,2001
Warren,Unclassified,230662,8016098,2001
Warren,"Use Tax - 1%, 3%, And 4%",112230,,2001
Washington,Washington,1717094,92537277,2001
Washington,1% Retail Sales,15351,1533093,2001
Washington,2% And 3% Retail Sales,27813,1194143,2001
Washington,Apparel,104377,3103238,2001
Washington,Automotive,272374,30241991,2001
Washington,Food,508957,21571815,2001
Washington,Furniture,81075,2324994,2001
Washington,General Merchandise,241705,16301717,2001
Washington,Lumber And Building Material,182961,5226783,2001
Washington,Unclassified,200761,11039503,2001
Washington,"Use Tax - 1%, 3%, And 4%",81721,,2001
Watauga,Watauga,20227598,702419289,2001
Watauga,1% Retail Sales,31241,3121301,2001
Watauga,2% And 3% Retail Sales,89456,3858473,2001
Watauga,Apparel,885360,22774610,2001
Watauga,Automotive,993287,89845528,2001
Watauga,Food,3923306,160461610,2001
Watauga,Furniture,682278,18855698,2001
Watauga,General Merchandise,5423685,189983455,2001
Watauga,Lumber And Building Material,3947520,106533242,2001
Watauga,Unclassified,3683775,106985372,2001
Watauga,"Use Tax - 1%, 3%, And 4%",567693,,2001
Foreign,Foreign,560507540,22408362625,2001
Foreign,1% Retail Sales,7602250,762136651,2001
Foreign,2% And 3% Retail Sales,4238318,185449323,2001
Foreign,Apparel,13450506,340259771,2001
Foreign,Automotive,12668063,1453908161,2001
Foreign,Food,13050225,761022953,2001
Foreign,Furniture,13100253,443849464,2001
Foreign,General Merchandise,52084273,1928186786,2001
Foreign,Lumber And Building Material,21059010,719571416,2001
Foreign,Unclassified,375180135,15813978100,2001
Foreign,"Use Tax - 1%, 3%, And 4%",48074506,,2001
Avery,Avery,5215752,195216344,2001
Avery,1% Retail Sales,2396,223010,2001
Avery,2% And 3% Retail Sales,25174,1295125,2001
Avery,Apparel,123033,3432322,2001
Avery,Automotive,292278,14719123,2001
Avery,Food,1912614,86274705,2001
Avery,Furniture,268746,7327161,2001
Avery,General Merchandise,788140,30997313,2001
Avery,Lumber And Building Material,582927,18174967,2001
Avery,Unclassified,1075054,32772618,2001
Avery,"Use Tax - 1%, 3%, And 4%",145390,,2001
Beaufort,Beaufort,11486690,464155878,2001
Beaufort,1% Retail Sales,173296,17088826,2001
Beaufort,2% And 3% Retail Sales,242981,9479938,2001
Beaufort,Apparel,340996,8630385,2001
Beaufort,Automotive,1056009,67128964,2001
Beaufort,Food,2192506,94937054,2001
Beaufort,Furniture,333010,11378821,2001
Beaufort,General Merchandise,3127277,154500963,2001
Beaufort,Lumber And Building Material,1528252,40936155,2001
Beaufort,Unclassified,1300210,60074772,2001
Beaufort,"Use Tax - 1%, 3%, And 4%",1192153,,2001
Bertie,Bertie,1062234,76699509,2001
Bertie,1% Retail Sales,39384,3935515,2001
Bertie,2% And 3% Retail Sales,19003,862337,2001
Bertie,Apparel,9122,239511,2001
Bertie,Automotive,194646,23959020,2001
Bertie,Food,282288,18795803,2001
Bertie,Furniture,57644,1698228,2001
Bertie,General Merchandise,174563,17039276,2001
Bertie,Lumber And Building Material,61246,2713123,2001
Bertie,Unclassified,197036,7456696,2001
Bertie,"Use Tax - 1%, 3%, And 4%",27303,,2001
Bladen,Bladen,5115733,265111910,2001
Bladen,1% Retail Sales,135851,13581092,2001
Bladen,2% And 3% Retail Sales,54841,2045405,2001
Bladen,Apparel,151579,3815235,2001
Bladen,Automotive,700502,102277998,2001
Bladen,Food,917252,42047757,2001
Bladen,Furniture,128469,3395598,2001
Bladen,General Merchandise,901286,58726202,2001
Bladen,Lumber And Building Material,319180,15094300,2001
