county,categories,gross_collections,taxable_sales_and_purchases,year
Hoke,Lumber And Building Material,1135473.33,23779123.73,2019
Hoke,Unclassified,3017832.71,63114279.95,2019
Hyde,Hyde,3153204.86,65293779.800000004,2019
Hyde,Suppressed,0,0,2019
Hyde,Apparel,132645.85,2785185.53,2019
Hyde,Automotive,217576.14,4563810.2,2019
Hyde,Food,839971.02,16854135.94,2019
Hyde,Furniture,52765.31,1054474.12,2019
Hyde,General Merchandise,441502.35,9162286.65,2019
Hyde,Lumber And Building Material,185585.96,3903442.93,2019
Hyde,Unclassified,1283158.23,26970444.43,2019
Iredell,Iredell,120977192.68,2542599811.9700003,2019
Iredell,3% And 4.75% Tax,547275.89,18094130.79,2019
Iredell,Apparel,3171301,66303770.62,2019
Iredell,Automotive,10151931.52,212097263.03,2019
Iredell,Food,21700794.99,454391747,2019
Iredell,Furniture,3399689.4,71300570.68,2019
Iredell,General Merchandise,30644336.99,643529143.49,2019
Iredell,Lumber And Building Material,17017758.93,357148752.86,2019
Iredell,Unclassified,34344103.96,719734433.5,2019
Jackson,Jackson,27390937.729999997,574976218.05,2019
Jackson,3% And 4.75% Tax,62998.18,1839847.75,2019
Jackson,Apparel,923503.65,19413569.92,2019
Jackson,Automotive,1322141.51,27679911.68,2019
Jackson,Food,5180355.18,108515151.84,2019
Jackson,Furniture,989835.15,20761839.5,2019
Jackson,General Merchandise,6630369.16,139165292.6,2019
Jackson,Lumber And Building Material,5443682.32,114514251.94,2019
Jackson,Unclassified,6838052.58,143086352.82,2019
Macon,Macon,26595069.68,556469301.4599999,2019
Macon,3% And 4.75% Tax,77137.39,2339229.96,2019
Macon,Apparel,1259477.16,26396069.16,2019
Macon,Automotive,1685856.08,34889852.65,2019
Macon,Food,5013414.71,104222580.93,2019
Macon,Furniture,975087.76,20405659.48,2019
Macon,General Merchandise,7425474.83,155996602.76,2019
Macon,Lumber And Building Material,3261954.53,68480991.1,2019
Macon,Unclassified,6896667.22,143738315.42,2019
Madison,Madison,5739696.76,119926481.63999999,2019
Madison,3% And 4.75% Tax,9920.02,326683.97,2019
Madison,Apparel,98182.94,2059946.62,2019
Madison,Automotive,624335.96,12982722.61,2019
Madison,Food,1198749.85,24784590.81,2019
Madison,Furniture,149865.13,3153332.32,2019
Madison,General Merchandise,1155399.24,24170623.94,2019
Madison,Lumber And Building Material,708209.12,14890895.6,2019
Madison,Unclassified,1795034.5,37557685.77,2019
Martin,Martin,10069953.49,211075770.94,2019
Martin,Suppressed,0,0,2019
Martin,Apparel,164093.24,3453630.44,2019
Martin,Automotive,866149.97,18215920.35,2019
Martin,Food,1919614.79,40224438.72,2019
Martin,Furniture,294920.96,6204231.17,2019
Martin,General Merchandise,3627098.96,76110351.6,2019
Martin,Lumber And Building Material,926218.45,19344743.29,2019
Martin,Unclassified,2271857.12,47522455.37,2019
Mcdowell,Mcdowell,18880626.74,396142608.47,2019
Mcdowell,3% And 4.75% Tax,22966.81,765465.04,2019
Mcdowell,Apparel,356700,7457536.64,2019
Mcdowell,Automotive,1667474.59,34925613.98,2019
Mcdowell,Food,3482922.83,72832064.95,2019
Mcdowell,Furniture,425230.3,8909243.77,2019
Mcdowell,General Merchandise,5479846.6,115151958.4,2019
Mcdowell,Lumber And Building Material,2883370.26,60375069.85,2019
Mcdowell,Unclassified,4562115.35,95725655.84,2019
Mecklenburg,Mecklenburg,1133835317.87,23803537694.37,2019
Mecklenburg,3% And 4.75% Tax,889224.71,28915403.37,2019
Mecklenburg,Apparel,60097878.84,1262033580.85,2019
Mecklenburg,Automotive,52216443.69,1092914672.37,2019
Mecklenburg,Food,190399723.04,3985387348.44,2019
Mecklenburg,Furniture,43092604.83,905099144.41,2019
Mecklenburg,General Merchandise,279879092.45,5877575860.24,2019
Mecklenburg,Lumber And Building Material,126498910.03,2658494551.3,2019
Mecklenburg,Unclassified,380761440.28,7993117133.39,2019
Northampton,Northampton,5645957.7700000005,118396960.10000001,2019
Northampton,3% And 4.75% Tax,45993.86,1028748.08,2019
Northampton,Apparel,54392.36,1142368.64,2019
Northampton,Automotive,696544.49,14465457.21,2019
Northampton,Food,562286.49,11707740.46,2019
Northampton,Furniture,105059.76,2210362.23,2019
Northampton,General Merchandise,1453125.75,30544461.73,2019
Northampton,Lumber And Building Material,689755.99,14511916.3,2019
Northampton,Unclassified,2038799.07,42785905.45,2019
Onslow,Onslow,113388467.08,2378779025.96,2019
Onslow,3% And 4.75% Tax,167309.98,4882656.78,2019
Onslow,Apparel,4458895.63,93658253.38,2019
Onslow,Automotive,7584153.86,158413536.3,2019
Onslow,Food,21769996.32,454918721.98,2019
Onslow,Furniture,3996389.9,83879951.12,2019
Onslow,General Merchandise,31670565.31,665054463.78,2019
Onslow,Lumber And Building Material,17315635.59,364309749.47,2019
Onslow,Unclassified,26425520.49,553661693.15,2019
Orange,Orange,91735114.15,1923461091.02,2019
Orange,3% And 4.75% Tax,65558.36,2072239.34,2019
Orange,Apparel,2623427.83,55017758.86,2019
Orange,Automotive,4318143.37,90261022.72,2019
Orange,Food,19158960.41,400784971.19,2019
Orange,Furniture,3209552.07,67151780.01,2019
Orange,General Merchandise,20344872.53,426244314.58,2019
Orange,Lumber And Building Material,11945542.76,250854053.32,2019
Orange,Unclassified,30069056.82,631074951,2019
Pamlico,Pamlico,4904883.95,102648537.91,2019
Pamlico,3% And 4.75% Tax,19862.95,662098.34,2019
Pamlico,Apparel,56366.47,1183395.14,2019
Pamlico,Automotive,440102.37,9140911.39,2019
Pamlico,Food,867273.74,17813072.52,2019
Pamlico,Furniture,135414.34,2779133.87,2019
Pamlico,General Merchandise,1480607.74,31121728.96,2019
Pamlico,Lumber And Building Material,610858.05,12814359.11,2019
Pamlico,Unclassified,1294398.29,27133838.58,2019
Pasquotank,Pasquotank,25108762.71,526137150.51,2019
Pasquotank,3% And 4.75% Tax,43133.92,1179263.38,2019
Pasquotank,Apparel,602780.64,12529934.17,2019
Pasquotank,Automotive,2505075.54,52676935.71,2019
Pasquotank,Food,4974040.29,103919075.17,2019
Pasquotank,Furniture,458052.6,9608011.2,2019
Pasquotank,General Merchandise,7423286.21,155485791.54,2019
Pasquotank,Lumber And Building Material,3756482.8,78841187.69,2019
Pasquotank,Unclassified,5345910.71,111896951.65,2019
Randolph,Randolph,58864205.59,1233418036.51,2019
Randolph,3% And 4.75% Tax,35453.62,777727.68,2019
Randolph,Apparel,1587531.72,33277238.2,2019
Randolph,Automotive,5672947.5,118667465.67,2019
Randolph,Food,11756338.65,245970182.2,2019
Randolph,Furniture,2332676.59,48884965.3,2019
Randolph,General Merchandise,14964938.81,313921070.49,2019
Randolph,Lumber And Building Material,6880487.15,144472956.36,2019
Randolph,Unclassified,15633831.55,327446430.61,2019
Richmond,Richmond,19262061.64,404209068.56,2019
Richmond,Suppressed,0,0,2019
Richmond,Apparel,503404.79,10513862.12,2019
Richmond,Automotive,2665399.88,55871502.2,2019
Richmond,Food,3175295.57,66331629.45,2019
Richmond,Furniture,777581.36,16298301.51,2019
Richmond,General Merchandise,5253806.38,110376335.35,2019
Richmond,Lumber And Building Material,1977554.64,41577697.94,2019
Richmond,Unclassified,4909019.02,103239739.99,2019
Robeson,Robeson,54764339.75,1148594356.11,2019
Robeson,3% And 4.75% Tax,227197.21,5130928.02,2019
Robeson,Apparel,1435777.23,30125664.55,2019
Robeson,Automotive,4195691.91,87449472.41,2019
Robeson,Food,11990448.98,251270695.34,2019
Robeson,Furniture,1320201.71,27769783.04,2019
Robeson,General Merchandise,15026363.58,315720822.94,2019
Robeson,Lumber And Building Material,6099955.1,128058803.64,2019
Robeson,Unclassified,14468704.03,303068186.17,2019
Rockingham,Rockingham,35515911.3,744857140.28,2019
Rockingham,3% And 4.75% Tax,24038.86,705262.61,2019
Rockingham,Apparel,744545.07,15538716.77,2019
Rockingham,Automotive,2957328.53,61739573.97,2019
Rockingham,Food,7337742.34,153526318.7,2019
Rockingham,Furniture,1008029.84,21142809.02,2019
Rockingham,General Merchandise,9662894.99,202918175.1,2019
Rockingham,Lumber And Building Material,4427525.72,93099553.53,2019
Rockingham,Unclassified,9353805.95,196186730.58,2019
Rowan,Rowan,69856492.43,1464293242.77,2019
Rowan,3% And 4.75% Tax,35937.21,862990.06,2019
Rowan,Apparel,1867044.34,39062992.49,2019
Rowan,Automotive,6100546.15,127638520.65,2019
Rowan,Food,13168622.57,275762649.32,2019
Rowan,Furniture,1762433.35,36779514.93,2019
Rowan,General Merchandise,16864264.76,353262740.76,2019
Rowan,Lumber And Building Material,8512306.67,178880598.21,2019
Rowan,Unclassified,21545337.38,452043236.35,2019
Surry,Surry,45173093.3,947459538.16,2019
Surry,3% And 4.75% Tax,32943.21,982328.59,2019
Surry,Apparel,888044.98,18611561.38,2019
Surry,Automotive,4107980.68,85866716.65,2019
Surry,Food,8768851.52,183554427.73,2019
Surry,Furniture,1126429.69,23528329.9,2019
Surry,General Merchandise,13846488.71,290898486.65,2019
Surry,Lumber And Building Material,6084415.67,127562838.15,2019
Surry,Unclassified,10317938.84,216454849.11,2019
Swain,Swain,6894684.76,144556774.47,2019
Swain,3% And 4.75% Tax,21040.35,699807.47,2019
Swain,Apparel,153337.97,3206522.15,2019
Swain,Automotive,519446.82,10788866.99,2019
Swain,Food,1313559.07,27413220.37,2019
Swain,Furniture,262639.69,5524010.52,2019
Swain,General Merchandise,1815615.26,38097146.68,2019
Swain,Lumber And Building Material,362453.2,7624361.5,2019
Swain,Unclassified,2446592.4,51202838.79,2019
Transylvania,Transylvania,17995536.07,377120610.58000004,2019
Transylvania,3% And 4.75% Tax,27882.14,929404.17,2019
Transylvania,Apparel,204720.59,4290969.19,2019
Transylvania,Automotive,1009196.35,21149247.79,2019
Transylvania,Food,3145387.5,65513912.31,2019
Transylvania,Furniture,576429.24,11950057.34,2019
Transylvania,General Merchandise,4528654.7,94934484,2019
Transylvania,Lumber And Building Material,3448013.09,72554814.86,2019
Transylvania,Unclassified,5055252.46,105797720.92,2019
Tyrrell,Tyrrell,1111045.91,23086838.69,2019
Tyrrell,Suppressed,0,0,2019
Tyrrell,Apparel,12408.16,251432.09,2019
Tyrrell,Automotive,113533.88,2131525.46,2019
Tyrrell,Food,273017.09,5739059.52,2019
Tyrrell,Furniture,11636.01,244968.52,2019
Tyrrell,General Merchandise,212912.99,4481635.98,2019
Tyrrell,Lumber And Building Material,199052.31,4184257.53,2019
Tyrrell,Unclassified,288485.47,6053959.59,2019
Union,Union,104503406.64999999,2191524186.85,2019
Union,3% And 4.75% Tax,67347.61,2201074.44,2019
Union,Apparel,2876807.99,60314689.33,2019
Union,Automotive,8308346.17,173595887.3,2019
Union,Food,17777516.83,372895304.79,2019
Union,Furniture,3678949.09,77004795.62,2019
Union,General Merchandise,28805463.82,603135454.24,2019
Union,Lumber And Building Material,15640696.17,328941727.59,2019
Union,Unclassified,27348278.97,573435253.54,2019
Wayne,Wayne,60663441.10999999,1272207697.69,2019
Wayne,3% And 4.75% Tax,392864.07,10176044.74,2019
Wayne,Apparel,2459171.51,51624020.11,2019
Wayne,Automotive,4859001.86,100684044.47,2019
Wayne,Food,11218320.56,234087940.74,2019
Wayne,Furniture,2600220.15,54659953.46,2019
Wayne,General Merchandise,18482153.73,388098123.73,2019
Wayne,Lumber And Building Material,6406203.94,134566928.56,2019
Wayne,Unclassified,14245505.29,298310641.88,2019
Wilkes,Wilkes,34312869.699999996,719599112.4900001,2019
Wilkes,Suppressed,0,0,2019
Wilkes,Apparel,546405.72,11350181.29,2019
Wilkes,Automotive,3392766.15,70755955.91,2019
Wilkes,Food,5568213.06,116107957.98,2019
Wilkes,Furniture,546414.06,11491155.87,2019
Wilkes,General Merchandise,8894985.27,186769076.66,2019
Wilkes,Lumber And Building Material,7245761.82,152329865.43,2019
Wilkes,Unclassified,8118323.62,170794919.35,2019
Wilson,Wilson,50121097.75,1050905658.74,2019
Wilson,3% And 4.75% Tax,43390.38,1113411.99,2019
Wilson,Apparel,1118328.63,23446771.38,2019
Wilson,Automotive,4937108.24,103479637.42,2019
Wilson,Food,8484283.16,177252249,2019
Wilson,Furniture,1709674.68,35799424.45,2019
Wilson,General Merchandise,12430258.44,261043044.74,2019
Wilson,Lumber And Building Material,6307719.02,132580458.68,2019
Wilson,Unclassified,15090335.2,316190661.08,2019
Yadkin,Yadkin,10818935.35,226251748.46000004,2019
Yadkin,3% And 4.75% Tax,2237.87,72828.85,2019
Yadkin,Apparel,182320.07,3724894.04,2019
Yadkin,Automotive,1197753.19,25105639.75,2019
Yadkin,Food,2764093.62,57778933.81,2019
Yadkin,Furniture,271884.4,5720747.29,2019
Yadkin,General Merchandise,2521490.93,52871388.11,2019
Yadkin,Lumber And Building Material,1189154.39,24786994.46,2019
Yadkin,Unclassified,2690000.88,56190322.15,2019
Yancey,Yancey,6837131.040000001,143381358.57,2019
Yancey,Suppressed,0,0,2019
Yancey,Apparel,115237.18,2408004.93,2019
Yancey,Automotive,719350.39,15066265.62,2019
Yancey,Food,1005290.4,21020783.75,2019
Yancey,Furniture,202289.61,4195852.88,2019
Yancey,General Merchandise,1749635.06,36726449.14,2019
Yancey,Lumber And Building Material,976586.05,20551430.03,2019
Yancey,Unclassified,2068742.35,43412572.22,2019
Yancey,Statewide Totals,7457154686.439999,156558876013.18008,2019
Yancey,Rate - 7%,1390219538.84,0,2019
Yancey,(Short-Term) - 8%,84437685.44,0,2019
Yancey,Grand Totals,8931811910.72,156558876013.18008,2019
Alamance,Alamance,123250472.72,2586791531.2799997,2020
Alamance,3% And 4.75% Tax,104351.1,3127061.65,2020
Alamance,Apparel,6458278.99,135612216.28,2020
Alamance,Automotive,8598194.67,179963332.08,2020
Alamance,Food,18982897.74,397600574.88,2020
Alamance,Furniture,2733727.32,57178764.42,2020
Alamance,General Merchandise,28714142.54,602755733.83,2020
Alamance,Lumber And Building Material,12694913.59,267089048.87,2020
Alamance,Unclassified,44963966.77,943464799.27,2020
Alexander,Alexander,11259393.26,236758340.05,2020
Alexander,Suppressed,0,0,2020
Alexander,Apparel,286220.87,5986579.66,2020
Alexander,Automotive,1274738.64,26794738.18,2020
Alexander,Food,1805669.59,37884286.93,2020
Alexander,Furniture,273566.37,5751926.77,2020
Alexander,General Merchandise,3785870.67,79464416.54,2020
Alexander,Lumber And Building Material,1119081.02,23534904.3,2020
Alexander,Unclassified,2714246.1,57341487.67,2020
Alleghany,Alleghany,4364881.9399999995,91174947.75,2020
Alleghany,Suppressed,0,0,2020
Alleghany,Apparel,95998.72,2013530.38,2020
Alleghany,Automotive,470810.2,9885348.59,2020
Alleghany,Food,878766.13,18043067.37,2020
Alleghany,Furniture,80373.26,1674486.78,2020
Alleghany,General Merchandise,1052871.91,22066400.47,2020
Alleghany,Lumber And Building Material,939427.34,19758538.63,2020
Alleghany,Unclassified,846634.38,17733575.53,2020
Anson,Anson,7638562.960000001,160363148.31,2020
Anson,Suppressed,0,0,2020
Anson,Apparel,167703.61,3515452.27,2020
Anson,Automotive,696397.17,14590338.69,2020
Anson,Food,1358251.21,28525332.73,2020
Anson,Furniture,254068.07,5348362.48,2020
Anson,General Merchandise,2529767.99,53099975.4,2020
Anson,Lumber And Building Material,667908.5,14050619.15,2020
Anson,Unclassified,1964466.41,41233067.59,2020
Ashe,Ashe,14788672.520000001,310324392.69000006,2020
Ashe,Suppressed,0,0,2020
Ashe,Apparel,311836.97000000003,6469584.069999998,2020
Ashe,Automotive,1062197.65,22283346.250000004,2020
Ashe,Food,2123804.1,44420268.519999996,2020
Ashe,Furniture,427430.94999999995,8984619.819999998,2020
Ashe,General Merchandise,4490788.649999999,94244521.43000002,2020
Ashe,Lumber And Building Material,2905316.5699999994,60954944.510000005,2020
Ashe,Unclassified,3467297.6300000004,72967108.09,2020
Buncombe,Buncombe,261974646.92,5490195247.26,2020
Buncombe,3% And 4.75% Tax,330742.74,7735951.77,2020
Buncombe,Apparel,11627045.32,244218803.78,2020
Buncombe,Automotive,13325254.51,276972668.99,2020
Buncombe,Food,47357995.1,988994241.13,2020
Buncombe,Furniture,9112975.7,191034446.75,2020
Buncombe,General Merchandise,62736194.83,1316128869.94,2020
Buncombe,Lumber And Building Material,31061157.41,652314849.36,2020
Buncombe,Unclassified,86423281.31,1812795415.54,2020
Burke,Burke,37706379.91,793783335.1999999,2020
Burke,3% And 4.75% Tax,337782.66,10464871.52,2020
Burke,Apparel,963667.17,20092863.87,2020
Burke,Automotive,2766969.89,58089416.46,2020
Burke,Food,7089605.53,148247911.15,2020
Burke,Furniture,882803.13,18336199.07,2020
Burke,General Merchandise,12450688.8,261395444.73,2020
Burke,Lumber And Building Material,4367810.3,91711450.03,2020
Burke,Unclassified,8847052.43,185445178.37,2020
Cabarrus,Cabarrus,172631079.13,3627557388.1,2020
Cabarrus,Suppressed,0,0,2020
Cabarrus,Apparel,10078979.58,211524177.04,2020
Cabarrus,Automotive,11911273.6,249608283.92,2020
Cabarrus,Food,29088767.86,610162785.76,2020
Cabarrus,Furniture,4216407.9,87847315.48,2020
Cabarrus,General Merchandise,48529394.13,1019296509.66,2020
Cabarrus,Lumber And Building Material,18843980.14,396272771.2,2020
Cabarrus,Unclassified,49962275.92,1052845545.04,2020
Caldwell,Caldwell,31969725.660000004,671480038.72,2020
Caldwell,Suppressed,0,0,2020
Caldwell,Apparel,624487.8,13043484.76,2020
Caldwell,Automotive,2871478.19,60179598.31,2020
Caldwell,Food,5444589.73,113506895.71,2020
Caldwell,Furniture,1169326.17,24557124.12,2020
Caldwell,General Merchandise,10168024.17,213533810.19,2020
Caldwell,Lumber And Building Material,3975829.44,83650124.07,2020
Caldwell,Unclassified,7715990.16,163009001.56,2020
Camden,Camden,3084760.61,64824557.86,2020
Camden,3% And 4.75% Tax,12219.38,407312.67,2020
Camden,Apparel,67888.59,1426052.88,2020
Camden,Automotive,135201.1,2808767.33,2020
Camden,Food,309790.41,6422453.66,2020
Camden,Furniture,88620.67,1864385.2,2020
Camden,General Merchandise,829012.87,17421764.08,2020
Camden,Lumber And Building Material,507751.94,10665583.41,2020
Camden,Unclassified,1134275.65,23808238.63,2020
Chowan,Chowan,6657370.96,139298112.86,2020
Chowan,3% And 4.75% Tax,11166.16,370838.49,2020
Chowan,Apparel,181437.1,3807455.34,2020
Chowan,Automotive,578104.54,12138150.06,2020
Chowan,Food,1088046.5,22521397.18,2020
Chowan,Furniture,145672.22,3065078.59,2020
Chowan,General Merchandise,1727652.26,36293158.93,2020
Chowan,Lumber And Building Material,755557.68,15893878.8,2020
Chowan,Unclassified,2169734.5,45208155.47,2020
Clay,Clay,4649618.92,97364107.38000001,2020
Clay,Suppressed,0,0,2020
Clay,Apparel,106213.14,2153976.73,2020
Clay,Automotive,463188.8,9579476.34,2020
Clay,Food,847655.07,17728599.81,2020
Clay,Furniture,107338.91,2258091.55,2020
Clay,General Merchandise,1195592.02,25118774.69,2020
Clay,Lumber And Building Material,759068.35,15978609.12,2020
Clay,Unclassified,1170562.63,24546579.14,2020
Cleveland,Cleveland,47424946.92,995035544.4200001,2020
Cleveland,3% And 4.75% Tax,7800.22,256383.18,2020
Cleveland,Apparel,856310.51,17908168.55,2020
Cleveland,Automotive,3341695.37,69893171.51,2020
Cleveland,Food,8232829.64,172635460.22,2020
Cleveland,Furniture,1028945.17,21587840.71,2020
Cleveland,General Merchandise,14213727.88,298593961.43,2020
Cleveland,Lumber And Building Material,5972432.88,125459149.81,2020
Cleveland,Unclassified,13771205.25,288701409.01,2020
Columbus,Columbus,20420551.4,427437286.4,2020
Columbus,3% And 4.75% Tax,19112.63,530957.93,2020
Columbus,Apparel,399013.09,8270930,2020
Columbus,Automotive,1902172.16,39698483.99,2020
Columbus,Food,3371458.21,70352966.32,2020
Columbus,Furniture,702306.79,14737903.25,2020
Columbus,General Merchandise,6224638.48,130526145.11,2020
Columbus,Lumber And Building Material,2440553.43,51334857.2,2020
Columbus,Unclassified,5361296.61,111985042.6,2020
Craven,Craven,59944293.56999999,1258463144.4699998,2020
Craven,3% And 4.75% Tax,304736.58,7846247.63,2020
Craven,Apparel,1293743.65,26783728.68,2020
Craven,Automotive,4082749.28,85314622.63,2020
Craven,Food,10402830.65,217623907.43,2020
Craven,Furniture,2316851.67,48470508.93,2020
Craven,General Merchandise,18351267.29,385384406.53,2020
Craven,Lumber And Building Material,7377934.05,155245022.74,2020
Craven,Unclassified,15814180.4,331794699.9,2020
Duplin,Duplin,21451542.76,449641223.80999994,2020
Duplin,3% And 4.75% Tax,70493.56,1533632.13,2020
Duplin,Apparel,435128.33,9109315.56,2020
Duplin,Automotive,2798752.64,58689983.2,2020
Duplin,Food,4025098.01,83993851.77,2020
Duplin,Furniture,680592.53,14274292.97,2020
Duplin,General Merchandise,6291541.46,132070838.94,2020
Duplin,Lumber And Building Material,1637656.03,34392744.9,2020
Duplin,Unclassified,5512280.2,115576564.34,2020
Durham,Durham,372079515.53,7811731033.25,2020
Durham,3% And 4.75% Tax,157286.35,4509655.71,2020
Durham,Apparel,18190030.89,381400221.88,2020
Durham,Automotive,16953457.84,355319686.81,2020
Durham,Food,47629895.14,995476676.81,2020
Durham,Furniture,9977749.63,208785704.29,2020
Durham,General Merchandise,93323913.03,1961329120.04,2020
Durham,Lumber And Building Material,35526006.09,746917156.51,2020
Durham,Unclassified,150321176.56,3157992811.2,2020
Edgecombe,Edgecombe,30714140.26,645064028.12,2020
Edgecombe,3% And 4.75% Tax,4624.83,153510.75,2020
Edgecombe,Apparel,622776.4,13032079.47,2020
Edgecombe,Automotive,1131963.69,23571959.73,2020
Edgecombe,Food,2995546.3,62591733.5,2020
Edgecombe,Furniture,575595.72,12111958.87,2020
Edgecombe,General Merchandise,15335961.74,322540099.66,2020
Edgecombe,Lumber And Building Material,2836410.67,59685234.13,2020
Edgecombe,Unclassified,7211260.91,151377452.01,2020
Forsyth,Forsyth,272926309.62,5724710125.04,2020
Forsyth,3% And 4.75% Tax,105873.89,3421651.06,2020
Forsyth,Apparel,10567461.4,221663423.33,2020
Forsyth,Automotive,18720240.89,392353551.16,2020
Forsyth,Food,47814971.33,998739182.57,2020
Forsyth,Furniture,8627297.03,180882708.24,2020
Forsyth,General Merchandise,72908517.62,1530360025.49,2020
Forsyth,Lumber And Building Material,30172548.11,634131492.58,2020
Forsyth,Unclassified,84009399.35,1763158090.61,2020
Franklin,Franklin,23796978.65,499130570.15999997,2020
Franklin,3% And 4.75% Tax,10470.95,316984.79,2020
Franklin,Apparel,452964.48,9501708.59,2020
Franklin,Automotive,1799469.78,37526927.18,2020
Franklin,Food,3402154.06,71332645.84,2020
Franklin,Furniture,678485.02,14258733.6,2020
Franklin,General Merchandise,7951162.95,166807467.06,2020
Franklin,Lumber And Building Material,3769244.78,79268584.75,2020
Franklin,Unclassified,5733026.63,120117518.35,2020
Guilford,Guilford,372523934.01,7827599063.050001,2020
Guilford,3% And 4.75% Tax,938323.27,30536443.14,2020
Guilford,Apparel,14340777.97,301142120.33,2020
Guilford,Automotive,25716692.22,538693336.63,2020
Guilford,Food,66462377.72,1392435672.69,2020
Guilford,Furniture,13847524.64,290559373.25,2020
Guilford,General Merchandise,98085469.74,2059873096.09,2020
Guilford,Lumber And Building Material,41727881.74,877434551.85,2020
Guilford,Unclassified,111404886.71,2336924469.07,2020
Halifax,Halifax,25080494.28,526737893.31,2020
Halifax,3% And 4.75% Tax,67932.53,2136077.39,2020
Halifax,Apparel,589639.29,12369848.44,2020
Halifax,Automotive,2324891.35,48632947.63,2020
Halifax,Food,4793970.66,100505184.19,2020
Halifax,Furniture,781225.75,16362683.91,2020
Halifax,General Merchandise,7751248.57,162664719.85,2020
Halifax,Lumber And Building Material,2790782.14,58678108.98,2020
Halifax,Unclassified,5980803.99,125388322.92,2020
Harnett,Harnett,50501991.96,1059093282.22,2020
Harnett,Suppressed,0,0,2020
Harnett,Apparel,915633.35,19183875.65,2020
Harnett,Automotive,4417181.82,92386066.88,2020
Harnett,Food,9107022.68,190449210.73,2020
Harnett,Furniture,2156901.75,45263009.79,2020
Harnett,General Merchandise,14619247.59,306799284.83,2020
Harnett,Lumber And Building Material,7658541.24,160900088.34,2020
Harnett,Unclassified,11627463.53,244111746,2020
Haywood,Haywood,39246048.96,822146901.77,2020
Haywood,3% And 4.75% Tax,48326.29,1315308.12,2020
Haywood,Apparel,735602.82,15457463.29,2020
Haywood,Automotive,2963219.41,62101424.29,2020
Haywood,Food,7765254.88,161627729.56,2020
Haywood,Furniture,1493543.86,31368397.88,2020
Haywood,General Merchandise,11678847.95,245256682.46,2020
Haywood,Lumber And Building Material,5016671.48,105124171.5,2020
Haywood,Unclassified,9544582.27,199895724.67,2020
Henderson,Henderson,65888841.56999999,1380387578.28,2020
Henderson,3% And 4.75% Tax,113112.8,3237145.69,2020
Henderson,Apparel,1289828.37,27019260.79,2020
Henderson,Automotive,5681703.4,118524443.72,2020
Henderson,Food,10548294.52,219615892.92,2020
Henderson,Furniture,1989600.56,41333403.34,2020
Henderson,General Merchandise,16747418.15,351407700.65,2020
Henderson,Lumber And Building Material,10527365.5,221222985.92,2020
Henderson,Unclassified,18991518.27,398026745.25,2020
Johnston,Johnston,99478690.05000001,2089243040.3400002,2020
Johnston,Suppressed,0,0,2020
Johnston,Apparel,6599222.5,138685075.24,2020
Johnston,Automotive,7275344.770000001,152442841.68,2020
Johnston,Food,18223877.28,381540360.8,2020
Johnston,Furniture,3053685.9599999995,63343517.36000001,2020
Johnston,General Merchandise,25371553.700000003,532048945.5200001,2020
Johnston,Lumber And Building Material,14615899.900000002,306655867.82000005,2020
Johnston,Unclassified,24339105.939999998,514526431.91999996,2020
Jones,Jones,2521562.08,52759840.17,2020
Jones,Suppressed,0,0,2020
Jones,Apparel,51657.26,1079094.47,2020
Jones,Automotive,226148.36,4652356.06,2020
Jones,Food,183043.75,3806430.57,2020
Jones,Furniture,158941.57,3344181.46,2020
Jones,General Merchandise,748005.53,15727213.57,2020
Jones,Lumber And Building Material,246937.5,5186592.63,2020
Jones,Unclassified,906828.11,18963971.41,2020
Lee,Lee,41076849.45,879657368.5,2020
Lee,Suppressed,0,0,2020
Lee,Apparel,976904.73,20501858.49,2020
Lee,Automotive,3387647.61,70966232.99,2020
Lee,Food,6828611.44,143340714.54,2020
Lee,Furniture,1049131.59,21920348.72,2020
Lee,General Merchandise,11204628.41,235480125.01,2020
Lee,Lumber And Building Material,5251720.99,110438528.54,2020
Lee,Unclassified,12378204.68,277009560.21,2020
Lenoir,Lenoir,29099415.84,609835902.0999999,2020
Lenoir,3% And 4.75% Tax,116403.68,2486656.11,2020
Lenoir,Apparel,551471.57,11542549.41,2020
Lenoir,Automotive,2438647.83,50643482.03,2020
Lenoir,Food,6102950.38,127710632.94,2020
Lenoir,Furniture,798451.47,16799072.78,2020
Lenoir,General Merchandise,8722110.89,183265805.38,2020
Lenoir,Lumber And Building Material,2955147.71,62165261.21,2020
Lenoir,Unclassified,7414232.31,155222442.24,2020
Lincoln,Lincoln,48168300.620000005,1012853826.78,2020
Lincoln,Suppressed,0,0,2020
Lincoln,Apparel,1062419.86,22275022.7,2020
Lincoln,Automotive,3653941.2,76374117.81,2020
Lincoln,Food,7652071,160526893.79,2020
Lincoln,Furniture,1398478.36,29165221.58,2020
Lincoln,General Merchandise,14016723.25,294477695.92,2020
Lincoln,Lumber And Building Material,8695399.57,182757960.16,2020
Lincoln,Unclassified,11689267.38,247276914.82,2020
Mitchell,Mitchell,7130935.040000001,149538791.6,2020
Mitchell,Suppressed,0,0,2020
Mitchell,Apparel,170755.53,3589919.13,2020
Mitchell,Automotive,768941.83,16161399.46,2020
Mitchell,Food,915949.86,19096232.95,2020
Mitchell,Furniture,253001.88,5206255.3,2020
Mitchell,General Merchandise,2610448.63,54832028.36,2020
