county,gross_collections,foreign_collections,refunds,net_collections,month,year,date,fiscal_year
Cumberland,9992109.079999998,51878.61,123092.45,9920895.239999998,april,2018,2018-04-01,2018
Currituck,585058.7000000001,3086.94,3296.17,584849.47,april,2018,2018-04-01,2018
Dare,2026628.19,11054.34,13409.12,2024273.41,april,2018,2018-04-01,2018
Davidson,3192851.49,15630.71,30367.76,3178114.44,april,2018,2018-04-01,2018
Davie,767675.41,3968.11,4625.82,767017.7,april,2018,2018-04-01,2018
Duplin,1026054.67,4970.089999999999,10694.07,1020330.69,april,2018,2018-04-01,2018
Durham,16646673.35,58400.18,4956629.95,11748443.58,april,2018,2018-04-01,2018
Edgecombe,981581.68,4655.92,7324.87,978912.73,april,2018,2018-04-01,2018
Forsyth,11949263.94,63743.92,214929.01,11798078.85,april,2018,2018-04-01,2018
Franklin,1011996.64,5147.49,16101.34,1001042.79,april,2018,2018-04-01,2018
Gaston,5220980.85,26782.17,99927.43,5147835.59,april,2018,2018-04-01,2018
Gates,111694.77,472.29,-110.68,112277.74,april,2018,2018-04-01,2018
Graham,133361.62999999998,638.19,607.1800000000001,133392.63999999998,april,2018,2018-04-01,2018
Granville,871463.25,4250.64,12132.21,863581.68,april,2018,2018-04-01,2018
Greene,192297.45,612.1800000000001,39707.5,153202.13,april,2018,2018-04-01,2018
Guilford,16557442.76,73273.63,2812378.5,13818337.89,april,2018,2018-04-01,2018
Halifax,1313565.78,6654,5776.31,1314443.47,april,2018,2018-04-01,2018
Harnett,2273132.4400000004,11389.03,17913.579999999998,2266607.89,april,2018,2018-04-01,2018
Haywood,1660488.97,7509.08,163712.05000000002,1504286,april,2018,2018-04-01,2018
Henderson,2807704.1700000004,14514.85,78332.14,2743886.8800000004,april,2018,2018-04-01,2018
Hertford,584778.2100000001,2894,1705.6799999999998,585966.53,april,2018,2018-04-01,2018
Hoke,533912.63,2433.4700000000003,31852.25,504493.85,april,2018,2018-04-01,2018
Hyde,77461.89,337.02,6120.62,71678.29000000001,april,2018,2018-04-01,2018
Iredell,5523001.47,30050.120000000003,69993.54000000001,5483058.05,april,2018,2018-04-01,2018
Jackson,1099434.82,5568.1900000000005,17587.25,1087415.76,april,2018,2018-04-01,2018
Johnston,4363579.83,23380.64,33724.66,4353235.81,april,2018,2018-04-01,2018
Jones,103860.78,499.17,1932.97,102426.98,april,2018,2018-04-01,2018
Lee,1931778.29,8915.65,200951,1739742.94,april,2018,2018-04-01,2018
Lenoir,1327320.37,6753.56,15313.83,1318760.1,april,2018,2018-04-01,2018
Lincoln,1888685.34,9906.3,21457.59,1877134.05,april,2018,2018-04-01,2018
Macon,1007219.05,5247.4,22062.31,990404.14,april,2018,2018-04-01,2018
Madison,292789.23000000004,1415.86,4049.39,290155.7,april,2018,2018-04-01,2018
Martin,525163.41,2623.17,4224.48,523562.1,april,2018,2018-04-01,2018
McDowell,840319.82,4224.22,3982.230000000001,840561.8099999998,april,2018,2018-04-01,2018
Mecklenburg,51266734.870000005,263619.41000000003,1553314.46,49977039.82,april,2018,2018-04-01,2018
Mitchell,324727.47000000003,1621.52,4061.09,322287.9,april,2018,2018-04-01,2018
Montgomery,508590.31,2406.61,8861.92,502135,april,2018,2018-04-01,2018
Moore,2802530.3200000003,14757.82,59367.64,2757920.5,april,2018,2018-04-01,2018
Nash,2575730.8800000004,13283.04,40760.39,2548253.5300000003,april,2018,2018-04-01,2018
New Hanover,10018725.249999998,51980.21,387602.2,9683103.26,april,2018,2018-04-01,2018
Northampton,228650.35,1152.23,902.98,228899.6,april,2018,2018-04-01,2018
Onslow,4882375.11,25327.79,64487.4,4843215.5,april,2018,2018-04-01,2018
Orange,4408661.41,21277.38,106205.92,4323732.87,april,2018,2018-04-01,2018
Pamlico,211650.3,1031.07,1999.85,210681.52,april,2018,2018-04-01,2018
Pasquotank,1111727.5199999998,5803.360000000001,17294.219999999998,1100236.66,april,2018,2018-04-01,2018
Pender,1077493.6800000002,4195.13,241662.04,840026.77,april,2018,2018-04-01,2018
Perquimans,156219.52,733.92,1053.45,155899.99,april,2018,2018-04-01,2018
Person,823048.3900000001,3619.71,105358.43,721309.67,april,2018,2018-04-01,2018
Pitt,5566202.159999999,28808.51,214516.06,5380494.61,april,2018,2018-04-01,2018
Polk,322827.26,1333.16,45420.74,278739.68,april,2018,2018-04-01,2018
Randolph,2850628.8600000003,13945.9,43625.29,2820949.47,april,2018,2018-04-01,2018
Richmond,949243.49,3675.85,200085.34000000003,752834,april,2018,2018-04-01,2018
Robeson,2657445.71,10553.74,471959.16,2196040.29,april,2018,2018-04-01,2018
Rockingham,1762868.7000000002,8781.03,6867.51,1764782.2200000002,april,2018,2018-04-01,2018
Rowan,3252834.08,16282.27,47466.33,3221650.02,april,2018,2018-04-01,2018
Rutherford,1534303.1,7921.53,13971.84,1528252.79,april,2018,2018-04-01,2018
Sampson,1194726.52,5787.56,22484.95,1178029.13,april,2018,2018-04-01,2018
Scotland,998202.41,5286.12,4568.9,998919.63,april,2018,2018-04-01,2018
Stanly,1408967.12,7254.5999999999985,5511.15,1410710.57,april,2018,2018-04-01,2018
Stokes,597640.3400000001,2902.12,2708.66,597833.8,april,2018,2018-04-01,2018
Surry,2126993.37,9979.4,140365.97,1996606.8,april,2018,2018-04-01,2018
Swain,257212.89,1244.39,7450.1799999999985,251007.1,april,2018,2018-04-01,2018
Transylvania,729385.1600000001,3672.44,13512.65,719544.9500000001,april,2018,2018-04-01,2018
Tyrrell,73327.90000000001,380.04,233.28,73474.66,april,2018,2018-04-01,2018
Union,4690818.34,23905.27,229510.81,4485212.8,april,2018,2018-04-01,2018
Vance,1012605.84,5012.84,28954.78,988663.9,april,2018,2018-04-01,2018
Wake,42237050.7,210069.17,2146753.62,40300366.25,april,2018,2018-04-01,2018
Warren,210178.71,973.38,-916.31,212068.4,april,2018,2018-04-01,2018
Washington,208799.52,976.19,5324.54,204451.17,april,2018,2018-04-01,2018
Watauga,1575995.53,8206.91,51481.39,1532721.05,april,2018,2018-04-01,2018
Wayne,2942689.26,15068.54,78709.39999999998,2879048.4000000004,april,2018,2018-04-01,2018
Wilkes,1550817.77,7744.94,8518.970000000001,1550043.74,april,2018,2018-04-01,2018
Wilson,2196482.5900000003,11549.32,18900.75,2189131.16,april,2018,2018-04-01,2018
Yadkin,528189.6499999999,2538.55,3433.32,527294.88,april,2018,2018-04-01,2018
Yancey,282515.24,1340.4199999999998,5742.9400000000005,278112.72,april,2018,2018-04-01,2018
Alamance,5657176.35,41599.72,48909.31,5649866.76,april,2019,2019-04-01,2019
Alexander,577965.57,3515.75,2533.27,578948.05,april,2019,2019-04-01,2019
Alleghany,187867.51,1220.64,446.48,188641.67,april,2019,2019-04-01,2019
Anson,431641.61,2701.07,1569.85,432772.83,april,2019,2019-04-01,2019
Ashe,659743.38,4210.14,15364.53,648588.99,april,2019,2019-04-01,2019
Avery,520777.08,3621.9,4677.57,519721.41,april,2019,2019-04-01,2019
Beaufort,1187556.85,8115.76,20370.79,1175301.82,april,2019,2019-04-01,2019
Bertie,232363.87,1524.88,1250.03,232638.72,april,2019,2019-04-01,2019
Bladen,523167,742.95,326563.63,197346.32,april,2019,2019-04-01,2019
Brunswick,3998585.79,29163.46,76857.74,3950891.51,april,2019,2019-04-01,2019
Buncombe,12256643.54,84285.73,164293.18,12176636.09,april,2019,2019-04-01,2019
Burke,1917998.55,12841.91,27241.75,1903598.71,april,2019,2019-04-01,2019
Cabarrus,8352356.26,55591.09,434032.25,7973915.099999999,april,2019,2019-04-01,2019
Caldwell,1613983.13,10784.54,18259.55,1606508.12,april,2019,2019-04-01,2019
Camden,149531.34,1048.94,396.47,150183.81,april,2019,2019-04-01,2019
Carteret,2789856.36,20475.23,10430.74,2799900.85,april,2019,2019-04-01,2019
Caswell,220350.17,1346.14,1553.63,220142.68,april,2019,2019-04-01,2019
Catawba,6098546.28,40075.57,249836.76,5888785.09,april,2019,2019-04-01,2019
Chatham,1482343.43,10661.67,6839.03,1486166.07,april,2019,2019-04-01,2019
Cherokee,837313.96,5185.46,49607.52,792891.9,april,2019,2019-04-01,2019
Chowan,314374.69,2159.95,864.52,315670.12,april,2019,2019-04-01,2019
Clay,226794.53,1471.22,755.98,227509.77,april,2019,2019-04-01,2019
Cleveland,2419471.08,16936.25,16744.39,2419662.94,april,2019,2019-04-01,2019
Columbus,1100122.8,7538.63,5494.94,1102166.49,april,2019,2019-04-01,2019
Craven,2985906.57,21772.53,16948,2990731.1,april,2019,2019-04-01,2019
Cumberland,10571819.96,71138.75,129079.83,10513878.88,april,2019,2019-04-01,2019
Currituck,633866.29,4534.16,3364.86,635035.59,april,2019,2019-04-01,2019
Dare,2076115.83,15326.39,6539.66,2084902.56,april,2019,2019-04-01,2019
Davidson,3764707.98,23699.01,131030.79,3657376.2,april,2019,2019-04-01,2019
Davie,897375.35,6370.62,5325.48,898420.49,april,2019,2019-04-01,2019
Duplin,1143644.77,7242.65,12649.28,1138238.14,april,2019,2019-04-01,2019
Durham,18619141.94,112918.97,646754.06,18085306.85,april,2019,2019-04-01,2019
Edgecombe,1114277.65,6993.37,2229.88,1119041.14,april,2019,2019-04-01,2019
Forsyth,12770990.63,92552.91,189421.4,12674122.14,april,2019,2019-04-01,2019
Franklin,1092622.06,7479.5,23630.24,1076471.32,april,2019,2019-04-01,2019
Gaston,6341207.07,34402.93,1001229.76,5374380.24,april,2019,2019-04-01,2019
Gates,119999.62,682.03,558.77,120122.88,april,2019,2019-04-01,2019
Graham,165052.38,1099.12,2013.02,164138.48,april,2019,2019-04-01,2019
Granville,938031.28,6253.04,6789.85,937494.47,april,2019,2019-04-01,2019
Greene,204717.25,1149.07,2361.29,203505.03,april,2019,2019-04-01,2019
Guilford,17998172.21,129555.86,442948.8,17684779.27,april,2019,2019-04-01,2019
Halifax,1298222.87,7198.94,168236.62,1137185.19,april,2019,2019-04-01,2019
Harnett,2429227.25,15782.09,9327.79,2435681.55,april,2019,2019-04-01,2019
Haywood,1823879.46,11931.55,22415.39,1813395.62,april,2019,2019-04-01,2019
Henderson,2994481.61,21471.08,21704.73,2994247.96,april,2019,2019-04-01,2019
Hertford,577922.57,3637.7,4132.54,577427.73,april,2019,2019-04-01,2019
Hoke,580398.65,3846.14,3064.62,581180.17,april,2019,2019-04-01,2019
Hyde,92285.54,616.69,608.47,92293.76,april,2019,2019-04-01,2019
Iredell,5960155.53,44131.6,53133.45,5951153.68,april,2019,2019-04-01,2019
Jackson,1265266.48,7924.04,80464.28,1192726.24,april,2019,2019-04-01,2019
Johnston,4743910.37,34656.94,13018.4,4765548.91,april,2019,2019-04-01,2019
Jones,173899.38,1160.11,395.32,174664.17,april,2019,2019-04-01,2019
Lee,1912558.71,12743.49,21414.86,1903887.34,april,2019,2019-04-01,2019
Lenoir,1443909.33,9550.87,70089.98,1383370.22,april,2019,2019-04-01,2019
Lincoln,2305950.19,13504.43,250956.89,2068497.73,april,2019,2019-04-01,2019
Macon,1097887.47,7932.28,3581.61,1102238.14,april,2019,2019-04-01,2019
Madison,302574.42,1992,863.95,303702.47,april,2019,2019-04-01,2019
Martin,548717.92,3544.8,4086.26,548176.46,april,2019,2019-04-01,2019
McDowell,949496.86,6515.87,6266.87,949745.86,april,2019,2019-04-01,2019
Mecklenburg,55448428.13,360006.96,1083955.45,54724479.64,april,2019,2019-04-01,2019
Mitchell,335075.1,2270.21,1895.82,335449.49,april,2019,2019-04-01,2019
Montgomery,548612.54,3400.68,6274.19,545739.03,april,2019,2019-04-01,2019
Moore,3095164.73,22433.05,30541.5,3087056.28,april,2019,2019-04-01,2019
Nash,2723488.52,19203.49,19876.1,2722815.91,april,2019,2019-04-01,2019
New Hanover,11545378.39,78286.16,412451.95,11211212.6,april,2019,2019-04-01,2019
Northampton,244272.15,1673.44,456.08,245489.51,april,2019,2019-04-01,2019
Onslow,5802083.59,39775.14,33647.47,5808211.26,april,2019,2019-04-01,2019
Orange,4756961.13,28241.39,37291.25,4747911.27,april,2019,2019-04-01,2019
Pamlico,256948.63,1753.16,1097.01,257604.78,april,2019,2019-04-01,2019
Pasquotank,1345497.91,8311.75,94663.77,1259145.89,april,2019,2019-04-01,2019
Pender,1302031.31,9339.88,8265.1,1303106.09,april,2019,2019-04-01,2019
Perquimans,172184.48,1112.19,230.66,173066.01,april,2019,2019-04-01,2019
Person,871803.54,6055.5,5283.08,872575.96,april,2019,2019-04-01,2019
Pitt,5795612.85,38779.59,123750.57,5710641.87,april,2019,2019-04-01,2019
Polk,355639.11,2338.05,9196.41,348780.75,april,2019,2019-04-01,2019
Randolph,3102721.97,18699.82,186402.35,2935019.44,april,2019,2019-04-01,2019
Richmond,1044565.57,7277.28,5840.83,1046002.02,april,2019,2019-04-01,2019
Robeson,2993758.87,19436.17,25467.82,2987727.22,april,2019,2019-04-01,2019
Rockingham,1967734.11,12908.09,-58793.98,2039436.18,april,2019,2019-04-01,2019
Rowan,3553869.64,23369.99,26879.12,3550360.51,april,2019,2019-04-01,2019
Rutherford,1700695,8999.36,265572.32,1444122.04,april,2019,2019-04-01,2019
Sampson,1290965.98,6818.58,196757.51,1101027.05,april,2019,2019-04-01,2019
Scotland,829656.61,5696.91,6240.23,829113.29,april,2019,2019-04-01,2019
Stanly,1589401.83,11082.66,17467.19,1583017.3,april,2019,2019-04-01,2019
Stokes,678070.49,4505.88,5840.91,676735.46,april,2019,2019-04-01,2019
Surry,2278083.26,14741.04,34537.91,2258286.39,april,2019,2019-04-01,2019
Swain,278971.43,1896.89,670.73,280197.59,april,2019,2019-04-01,2019
Transylvania,817515.06,5675.79,8407.79,814783.06,april,2019,2019-04-01,2019
Tyrrell,54798.28,353.85,354.36,54797.77,april,2019,2019-04-01,2019
Union,5076186.42,36350.08,91635.69,5020900.81,april,2019,2019-04-01,2019
Vance,1110718.35,7303.46,53788.69,1064233.12,april,2019,2019-04-01,2019
Wake,46874078.65,305843.7,447747.45,46732174.9,april,2019,2019-04-01,2019
Warren,230443.93,1443.37,737.07,231150.23,april,2019,2019-04-01,2019
Washington,208664.97,1335.76,864.81,209135.92,april,2019,2019-04-01,2019
Watauga,1769659.17,12283.04,89602.71,1692339.5,april,2019,2019-04-01,2019
Wayne,3161662.78,22466.93,24625.17,3159504.54,april,2019,2019-04-01,2019
Wilkes,1827495.98,11895.26,26522.04,1812869.2,april,2019,2019-04-01,2019
Wilson,2383275.25,16660.1,63964.65,2335970.7,april,2019,2019-04-01,2019
Yadkin,577297.06,3900.22,-11401.01,592598.29,april,2019,2019-04-01,2019
Yancey,319689.82,2127.35,799.54,321017.63,april,2019,2019-04-01,2019
Alamance,5507051.13,21350.2,118271.08,5410130.25,april,2020,2020-04-01,2020
Alexander,689072.08,2275.29,5149.98,686197.39,april,2020,2020-04-01,2020
Alleghany,222737.43,767.13,3662.57,219841.99,april,2020,2020-04-01,2020
Anson,474500.41,1583.71,3608.41,472475.71,april,2020,2020-04-01,2020
Ashe,706509.87,2475.21,4200.71,704784.37,april,2020,2020-04-01,2020
Avery,628309.62,2388.67,6359.5,624338.79,april,2020,2020-04-01,2020
Beaufort,1250015.56,4585.13,11823.09,1242777.6,april,2020,2020-04-01,2020
Bertie,243131.9,834.59,1121.63,242844.86,april,2020,2020-04-01,2020
Bladen,586584.41,2027.91,2955.27,585657.05,april,2020,2020-04-01,2020
Brunswick,3978663.44,15422.13,111545.83,3882539.74,april,2020,2020-04-01,2020
Buncombe,10597804.04,38644.41,214553.03,10421895.42,april,2020,2020-04-01,2020
Burke,1941826.94,6797.93,22395.64,1926229.23,april,2020,2020-04-01,2020
Cabarrus,7687428.36,28854.68,114312.24,7601970.8,april,2020,2020-04-01,2020
Caldwell,1724033.52,6098.24,16670.52,1713461.24,april,2020,2020-04-01,2020
Camden,167088.14,632.32,510.84,167209.62,april,2020,2020-04-01,2020
Carteret,2571113.48,9906.65,28389.33,2552630.8,april,2020,2020-04-01,2020
Caswell,237666.18,745.67,1255.82,237156.03,april,2020,2020-04-01,2020
Catawba,5557067.57,20037.16,91694.39,5485410.34,april,2020,2020-04-01,2020
Chatham,1732504.93,6357.87,107237.76,1631625.04,april,2020,2020-04-01,2020
Cherokee,846722.32,2763.6,58779.65,790706.27,april,2020,2020-04-01,2020
Chowan,343350.04,1258.06,1932.66,342675.44,april,2020,2020-04-01,2020
Clay,243045.64,837.49,3225.18,240657.95,april,2020,2020-04-01,2020
Cleveland,2417442.2,8280.36,156726.65,2268995.91,april,2020,2020-04-01,2020
Columbus,1105853.58,3960.68,7478.84,1102335.42,april,2020,2020-04-01,2020
Craven,2790034.14,7512.93,728798.69,2068748.38,april,2020,2020-04-01,2020
Cumberland,10378346.16,37436.79,157689.94,10258093.01,april,2020,2020-04-01,2020
Currituck,721255.17,2805.3,4770.53,719289.94,april,2020,2020-04-01,2020
Dare,1917998.95,7499.67,17355.47,1908143.15,april,2020,2020-04-01,2020
Davidson,3862220.39,13010.46,97882.5,3777348.35,april,2020,2020-04-01,2020
Davie,930202.05,3520.09,7253.15,926468.99,april,2020,2020-04-01,2020
Duplin,1137053.68,3795.57,9518.22,1131331.03,april,2020,2020-04-01,2020
Durham,15890428.65,31899.71,4502061.57,11420266.79,april,2020,2020-04-01,2020
Edgecombe,1618177.36,5713.4,22621.54,1601269.22,april,2020,2020-04-01,2020
Forsyth,12586496.07,48441.41,271086.92,12363850.56,april,2020,2020-04-01,2020
Franklin,1242060.2,4301.2,91586.4,1154775,april,2020,2020-04-01,2020
Gaston,6335225.87,17500.09,1202015.07,5150710.89,april,2020,2020-04-01,2020
Gates,141011.54,421.04,678.99,140753.59,april,2020,2020-04-01,2020
Graham,177871.35,587.77,677.65,177781.47,april,2020,2020-04-01,2020
Granville,1078425.15,3548.87,77855.66,1004118.36,april,2020,2020-04-01,2020
Greene,255043.38,791.47,2013.91,253820.94,april,2020,2020-04-01,2020
Guilford,16720558.28,63487.58,491223.06,16292822.8,april,2020,2020-04-01,2020
Halifax,1317819.4,4820.81,-55456.91,1378097.12,april,2020,2020-04-01,2020
Harnett,2787529.88,8915.89,247122.83,2549322.94,april,2020,2020-04-01,2020
Haywood,1832832.25,6364.33,31199.71,1807996.87,april,2020,2020-04-01,2020
Henderson,3037260.1,9812.83,416969.25,2630103.68,april,2020,2020-04-01,2020
Hertford,598408.43,2000.72,2245.59,598163.56,april,2020,2020-04-01,2020
Hoke,682776.06,2356.69,22948.48,662184.27,april,2020,2020-04-01,2020
Hyde,100892.2,358.3,1329.86,99920.64000000001,april,2020,2020-04-01,2020
Iredell,6080522.13,24182.85,91720.13,6012984.85,april,2020,2020-04-01,2020
Jackson,1426463.92,5181.09,20886.65,1410758.36,april,2020,2020-04-01,2020
Johnston,4734359.84,18362.09,38115.36,4714606.57,april,2020,2020-04-01,2020
Jones,131149.36,261.56,42242.02,89168.9,april,2020,2020-04-01,2020
Lee,2054269.61,7411.06,15298.95,2046381.72,april,2020,2020-04-01,2020
Lenoir,1388793.19,4192.45,194974.16,1198011.48,april,2020,2020-04-01,2020
Lincoln,2482593.7,8958.67,34899.85,2456652.52,april,2020,2020-04-01,2020
Macon,1062448.13,181.39,391926.91,670702.61,april,2020,2020-04-01,2020
Madison,345818.63,1200.45,5122.6,341896.48,april,2020,2020-04-01,2020
Martin,541832.58,1847.33,5163.72,538516.19,april,2020,2020-04-01,2020
McDowell,1020449.94,3736.62,5549.17,1018637.39,april,2020,2020-04-01,2020
Mecklenburg,50166262.35,145741.36,1782720.69,48529283.02,april,2020,2020-04-01,2020
Mitchell,353950.69,1272.27,1196.28,354026.68,april,2020,2020-04-01,2020
Montgomery,572098.49,1879.06,5447.39,568530.16,april,2020,2020-04-01,2020
Moore,3387835.81,12395.74,21797.16,3378434.39,april,2020,2020-04-01,2020
Nash,2606218.58,8336.33,300956.69,2313598.22,april,2020,2020-04-01,2020
New Hanover,10251767.41,36601.47,566329.72,9722039.16,april,2020,2020-04-01,2020
Northampton,259133.68,934.01,1752.02,258315.67,april,2020,2020-04-01,2020
Onslow,5422502.47,18701.36,322254.73,5118949.1,april,2020,2020-04-01,2020
Orange,4579236.42,11899.82,167677.07,4423459.17,april,2020,2020-04-01,2020
Pamlico,268439.47,900.48,15519.97,253819.98,april,2020,2020-04-01,2020
Pasquotank,1337144.6,4787.85,14629.71,1327302.74,april,2020,2020-04-01,2020
Pender,1276715.53,4849.16,8438.95,1273125.74,april,2020,2020-04-01,2020
Perquimans,202525.74,701.35,1093.6,202133.49,april,2020,2020-04-01,2020
Person,932903.66,3442.63,9578.33,926767.96,april,2020,2020-04-01,2020
Pitt,5781372.88,17975.89,812566.36,4986782.41,april,2020,2020-04-01,2020
Polk,386977.12,1384.29,2511.72,385849.69,april,2020,2020-04-01,2020
Randolph,3263796.22,11177.44,36332.35,3238641.31,april,2020,2020-04-01,2020
Richmond,1093613.31,4019.68,13589.28,1084043.71,april,2020,2020-04-01,2020
Robeson,2823742.13,8007,403576.96,2428172.17,april,2020,2020-04-01,2020
Rockingham,2106578.31,6996.03,21900.91,2091673.43,april,2020,2020-04-01,2020
Rowan,3850281.25,13710.35,26825.62,3837165.98,april,2020,2020-04-01,2020
Rutherford,1678617.27,5708.07,33870,1650455.34,april,2020,2020-04-01,2020
Sampson,1355207.89,4562.99,21986.69,1337784.19,april,2020,2020-04-01,2020
Scotland,810440.18,2826.72,21520.52,791746.38,april,2020,2020-04-01,2020
