county,gross_collections,taxable_sales,month,year,date,fiscal_year
Currituck,948529.7,19749238.3,january,2017,2017-01-01,2017
Dare,3246771.66,68221360.98,january,2017,2017-01-01,2017
Davidson,5834072.79,121869850.56,january,2017,2017-01-01,2017
Davie,1579855.94,33169161.08,january,2017,2017-01-01,2017
Duplin,1795942.59,37608274.66,january,2017,2017-01-01,2017
Durham,32763001.13,688401250.14,january,2017,2017-01-01,2017
Edgecombe,1810534.76,38005337.14,january,2017,2017-01-01,2017
Forsyth,26540799.64,557600095.28,january,2017,2017-01-01,2017
Franklin,1754887.29,36822653.13,january,2017,2017-01-01,2017
Gaston,10335331.17,216805848.82,january,2017,2017-01-01,2017
Gates,152785.86,3208437.17,january,2017,2017-01-01,2017
Graham,224081.82,4686820.08,january,2017,2017-01-01,2017
Granville,1621913.9,34071813.16,january,2017,2017-01-01,2017
Greene,289438.74,6046078.44,january,2017,2017-01-01,2017
Guilford,34101121.58,715845028.07,january,2017,2017-01-01,2017
Halifax,2244873.66,47171569.64,january,2017,2017-01-01,2017
Harnett,3834587.61,80544737.86,january,2017,2017-01-01,2017
Haywood,3343382.32,70166144.61,january,2017,2017-01-01,2017
Henderson,5409839.93,113308966.22,january,2017,2017-01-01,2017
Hertford,964062.37,20209319.52,january,2017,2017-01-01,2017
Hoke,874839.62,18379642.03,january,2017,2017-01-01,2017
Hyde,132179.54,2729527.34,january,2017,2017-01-01,2017
Iredell,10282181.29,215919355.31,january,2017,2017-01-01,2017
Jackson,1908465.04,40034281.07,january,2017,2017-01-01,2017
Johnston,8063735.31,169500699.81,january,2017,2017-01-01,2017
Jones,147671.52,3081128.71,january,2017,2017-01-01,2017
Lee,3553044.21,74788801.76,january,2017,2017-01-01,2017
Lenoir,2339461.03,49116271.99,january,2017,2017-01-01,2017
Lincoln,3315442.49,69544606.97,january,2017,2017-01-01,2017
Macon,2062027.3,43137695.99,january,2017,2017-01-01,2017
Madison,475254.71,9925724.51,january,2017,2017-01-01,2017
Martin,924313.33,19447593.77,january,2017,2017-01-01,2017
McDowell,1551194.43,32614144.33,january,2017,2017-01-01,2017
Mecklenburg,103347657.84,2171104492.04,january,2017,2017-01-01,2017
Mitchell,618725.79,13002633.42,january,2017,2017-01-01,2017
Montgomery,710946.67,14916215.77,january,2017,2017-01-01,2017
Moore,5913556.58,123986091.59,january,2017,2017-01-01,2017
Nash,5093064.75,106934237.21,january,2017,2017-01-01,2017
New Hanover,19198691.68,402941527.2,january,2017,2017-01-01,2017
Northampton,419700.52,8807121.75,january,2017,2017-01-01,2017
Onslow,8988838.76,188820249.51,january,2017,2017-01-01,2017
Orange,8178809.19,171484335.84,january,2017,2017-01-01,2017
Pamlico,333307.33,7017191.42,january,2017,2017-01-01,2017
Pasquotank,2234087.89,46801948.72,january,2017,2017-01-01,2017
Pender,1708321.35,35844983.84,january,2017,2017-01-01,2017
Perquimans,296199.75,6237566.74,january,2017,2017-01-01,2017
Person,1432510.83,30108822.16,january,2017,2017-01-01,2017
Pitt,11346854.51,238480566,january,2017,2017-01-01,2017
Polk,562106.82,11762734.07,january,2017,2017-01-01,2017
Randolph,5267423.72,110306405.56,january,2017,2017-01-01,2017
Richmond,1875961.38,39417605.21,january,2017,2017-01-01,2017
Robeson,5269854.66,110098097.57,january,2017,2017-01-01,2017
Rockingham,3061934.68,64172196.54,january,2017,2017-01-01,2017
Rowan,5959820.94,125256033.67,january,2017,2017-01-01,2017
Rutherford,2826082.24,59371159.72,january,2017,2017-01-01,2017
Sampson,2267192.88,47534474.68,january,2017,2017-01-01,2017
Scotland,1337120.27,28055449.84,january,2017,2017-01-01,2017
Stanly,2571658.29,53919862.89,january,2017,2017-01-01,2017
Stokes,949471.89,19935846.74,january,2017,2017-01-01,2017
Surry,4122635.96,86619995.01,january,2017,2017-01-01,2017
Swain,646091.33,13587081.31,january,2017,2017-01-01,2017
Transylvania,1328903.19,27888104.12,january,2017,2017-01-01,2017
Tyrrell,79888.77,1660668.59,january,2017,2017-01-01,2017
Union,9231851.18,193860623.73,january,2017,2017-01-01,2017
Vance,1940443.93,40736164.07,january,2017,2017-01-01,2017
Wake,74434689.8,1564706093.65,january,2017,2017-01-01,2017
Warren,283671.79,5936423.21,january,2017,2017-01-01,2017
Washington,329380.18,6931570.95,january,2017,2017-01-01,2017
Watauga,3585704.99,75274533.3,january,2017,2017-01-01,2017
Wayne,5740007.57,120511821.28,january,2017,2017-01-01,2017
Wilkes,2769981.51,58186837.02,january,2017,2017-01-01,2017
Wilson,4669023.03,95929096.35,january,2017,2017-01-01,2017
Yadkin,950117.98,19918484.42,january,2017,2017-01-01,2017
Yancey,522747.36,10973941.54,january,2017,2017-01-01,2017
Foreign,33723492.23,713070688.56,january,2017,2017-01-01,2017
Alamance,7771840.13,162581482.01,february,2017,2017-02-01,2017
Alexander,633949.61,13210583.76,february,2017,2017-02-01,2017
Alleghany,246215.71,5159274.36,february,2017,2017-02-01,2017
Anson,491443.27,10316318.09,february,2017,2017-02-01,2017
Ashe,764147.17,15992606.74,february,2017,2017-02-01,2017
Avery,1003742.84,21083193.9,february,2017,2017-02-01,2017
Beaufort,1572001.5,33073777.44,february,2017,2017-02-01,2017
Bertie,357771.5,7513913.32,february,2017,2017-02-01,2017
Bladen,763285.12,16040382.27,february,2017,2017-02-01,2017
Brunswick,5001958.19,104759560.54,february,2017,2017-02-01,2017
Buncombe,16559395.37,346835340.13,february,2017,2017-02-01,2017
Burke,2329390.05,48924715.99,february,2017,2017-02-01,2017
Cabarrus,11672910.04,244921613.04,february,2017,2017-02-01,2017
Caldwell,1909853.77,39964002.91,february,2017,2017-02-01,2017
Camden,203172.52,4224859.96,february,2017,2017-02-01,2017
Carteret,3146490.9,65961413.39,february,2017,2017-02-01,2017
Caswell,214622.8,4493122.55,february,2017,2017-02-01,2017
Catawba,7772838.96,163138040.04,february,2017,2017-02-01,2017
Chatham,1947187.71,41004433.96,february,2017,2017-02-01,2017
Cherokee,1005715.78,21098466.35,february,2017,2017-02-01,2017
Chowan,416741.32,8731977.63,february,2017,2017-02-01,2017
Clay,217419.82,4566802.78,february,2017,2017-02-01,2017
Cleveland,3792813.48,79717485.49,february,2017,2017-02-01,2017
Columbus,1417122.12,29666823.69,february,2017,2017-02-01,2017
Craven,3546333.56,74396473.74,february,2017,2017-02-01,2017
Cumberland,13733921.7,288110049.77,february,2017,2017-02-01,2017
Currituck,796008.6,16703251.69,february,2017,2017-02-01,2017
Dare,2728504.43,57519724.76,february,2017,2017-02-01,2017
Davidson,4613183.24,96166608.05,february,2017,2017-02-01,2017
Davie,1126200.29,23596069.38,february,2017,2017-02-01,2017
Duplin,1443902.11,30282231.17,february,2017,2017-02-01,2017
Durham,23854570.83,500276433.87,february,2017,2017-02-01,2017
Edgecombe,1265261.06,26446028.06,february,2017,2017-02-01,2017
Forsyth,18087119.26,379361875.17,february,2017,2017-02-01,2017
Franklin,1426101.39,29919967.12,february,2017,2017-02-01,2017
Gaston,7261118.39,152339836.6,february,2017,2017-02-01,2017
Gates,125996.33,2640972.84,february,2017,2017-02-01,2017
Graham,297490.32,5436230.92,february,2017,2017-02-01,2017
Granville,1208515.94,25343302.52,february,2017,2017-02-01,2017
Greene,228903.39,4805238.37,february,2017,2017-02-01,2017
Guilford,24778147.1,519633104.01,february,2017,2017-02-01,2017
Halifax,1766777.35,37056662.73,february,2017,2017-02-01,2017
Harnett,3209456.03,67338994.56,february,2017,2017-02-01,2017
Haywood,2323281.92,48464954.43,february,2017,2017-02-01,2017
Henderson,4094881.07,85645757.69,february,2017,2017-02-01,2017
Hertford,771334.59,16211907.16,february,2017,2017-02-01,2017
Hoke,681728.14,14302352.75,february,2017,2017-02-01,2017
Hyde,98787.98,2033291.12,february,2017,2017-02-01,2017
Iredell,7937956.74,166707822.92,february,2017,2017-02-01,2017
Jackson,1510702.93,31708750.37,february,2017,2017-02-01,2017
Johnston,6035145.63,126696119.91,february,2017,2017-02-01,2017
Jones,172715.75,3621519.51,february,2017,2017-02-01,2017
Lee,2669361.06,56647992.83,february,2017,2017-02-01,2017
Lenoir,2023132.67,42457243.76,february,2017,2017-02-01,2017
Lincoln,2536808.56,53259611.63,february,2017,2017-02-01,2017
Macon,1458239.6,30569178.24,february,2017,2017-02-01,2017
Madison,354106.17,7402598.58,february,2017,2017-02-01,2017
Martin,656763.1,13758870.89,february,2017,2017-02-01,2017
McDowell,1171639.6,24580225.5,february,2017,2017-02-01,2017
Mecklenburg,73727245.22,1548174642.63,february,2017,2017-02-01,2017
Mitchell,469768.6,9867412.46,february,2017,2017-02-01,2017
Montgomery,613697.01,12897979.75,february,2017,2017-02-01,2017
Moore,4050018.69,84782764.91,february,2017,2017-02-01,2017
Nash,3704757.76,77646805.16,february,2017,2017-02-01,2017
New Hanover,14982561.86,314652093.24,february,2017,2017-02-01,2017
Northampton,301345.02,6305972.69,february,2017,2017-02-01,2017
Onslow,6807970.82,142931809.72,february,2017,2017-02-01,2017
Orange,6049364.16,126918959.34,february,2017,2017-02-01,2017
Pamlico,288121.52,6016191.11,february,2017,2017-02-01,2017
Pasquotank,1527773.58,32051719,february,2017,2017-02-01,2017
Pender,1515944.97,31693708.64,february,2017,2017-02-01,2017
Perquimans,250560.28,5183949.66,february,2017,2017-02-01,2017
Person,1089856.59,22894729,february,2017,2017-02-01,2017
Pitt,8277131.14,173242811.64,february,2017,2017-02-01,2017
Polk,411427.67,8630697.89,february,2017,2017-02-01,2017
Randolph,4109283.79,85787468.11,february,2017,2017-02-01,2017
Richmond,1375914.78,28771825.38,february,2017,2017-02-01,2017
Robeson,3874443.28,81129118.9,february,2017,2017-02-01,2017
Rockingham,2341366.49,49082618.58,february,2017,2017-02-01,2017
Rowan,4832909.62,100464445.85,february,2017,2017-02-01,2017
Rutherford,1846179.3,38716926.56,february,2017,2017-02-01,2017
Sampson,1691890.07,35329581.98,february,2017,2017-02-01,2017
Scotland,967771.81,20297650.56,february,2017,2017-02-01,2017
Stanly,1919692.14,40336569.13,february,2017,2017-02-01,2017
Stokes,804544.08,16885217.6,february,2017,2017-02-01,2017
Surry,2883838.67,60431171.29,february,2017,2017-02-01,2017
Swain,299241.65,6255770.13,february,2017,2017-02-01,2017
Transylvania,996715.31,20858883.11,february,2017,2017-02-01,2017
Tyrrell,81070.54,1679382.62,february,2017,2017-02-01,2017
Union,6924691.89,145232904.8,february,2017,2017-02-01,2017
Vance,1430163.37,29566840.78,february,2017,2017-02-01,2017
Wake,54654896.97,1144220544.74,february,2017,2017-02-01,2017
Warren,292743.59,6135155.21,february,2017,2017-02-01,2017
Washington,267569.97,5615100.67,february,2017,2017-02-01,2017
Watauga,2772493.41,57832161.42,february,2017,2017-02-01,2017
Wayne,4079082.01,85585685.44,february,2017,2017-02-01,2017
Wilkes,2146229.48,45003122.53,february,2017,2017-02-01,2017
Wilson,3508546.78,70027056.65,february,2017,2017-02-01,2017
Yadkin,723353.05,15136350.2,february,2017,2017-02-01,2017
Yancey,381235.65,7992082.7,february,2017,2017-02-01,2017
Foreign,27269481.4,577414680.11,february,2017,2017-02-01,2017
Alamance,8513391.3,178083974.13,march,2017,2017-03-01,2017
Alexander,679345.74,14196277.93,march,2017,2017-03-01,2017
Alleghany,242039.72,5054227.48,march,2017,2017-03-01,2017
Anson,525600.76,11012197.82,march,2017,2017-03-01,2017
Ashe,827616.94,17334812.43,march,2017,2017-03-01,2017
Avery,863620.63,17968536.17,march,2017,2017-03-01,2017
Beaufort,1606592.52,33751032.02,march,2017,2017-03-01,2017
Bertie,323182.19,6734948.86,march,2017,2017-03-01,2017
Bladen,716310,14977382.62,march,2017,2017-03-01,2017
Brunswick,5062761.78,106026446.11,march,2017,2017-03-01,2017
Buncombe,17197944.87,360313650.83,march,2017,2017-03-01,2017
Burke,2449688.46,51552559,march,2017,2017-03-01,2017
Cabarrus,12454113.64,260856452.56,march,2017,2017-03-01,2017
Caldwell,2110451.71,44334703.91,march,2017,2017-03-01,2017
Camden,161439.46,3352974.3,march,2017,2017-03-01,2017
Carteret,3311701.16,69439510.5,march,2017,2017-03-01,2017
Caswell,209102.13,4382251.27,march,2017,2017-03-01,2017
Catawba,8652279.45,181878428.4,march,2017,2017-03-01,2017
Chatham,2222892.69,46519860.78,march,2017,2017-03-01,2017
Cherokee,1016963.14,21253278.34,march,2017,2017-03-01,2017
Chowan,448120.86,9366827.19,march,2017,2017-03-01,2017
Clay,234673.16,4905602.21,march,2017,2017-03-01,2017
Cleveland,3571618.53,74928263.49,march,2017,2017-03-01,2017
Columbus,1517312.18,31735670.66,march,2017,2017-03-01,2017
Craven,3865559.6,81113495.58,march,2017,2017-03-01,2017
Cumberland,14975994.11,313441038.29,march,2017,2017-03-01,2017
Currituck,770610.28,16114949.01,march,2017,2017-03-01,2017
Dare,2812630.1,58965939.92,march,2017,2017-03-01,2017
Davidson,4925234.77,102997609.79,march,2017,2017-03-01,2017
Davie,1234806.19,25638637.39,march,2017,2017-03-01,2017
Duplin,1526330.23,31858816.55,march,2017,2017-03-01,2017
Durham,24511893.06,515373389.69,march,2017,2017-03-01,2017
Edgecombe,1357878.79,28407257.72,march,2017,2017-03-01,2017
Forsyth,18954897.9,396214047.57,march,2017,2017-03-01,2017
Franklin,1459297.01,30651540.87,march,2017,2017-03-01,2017
Gaston,7870215.69,164911177.41,march,2017,2017-03-01,2017
Gates,135552.48,2775385.7,march,2017,2017-03-01,2017
Graham,180114.1,3761323.61,march,2017,2017-03-01,2017
Granville,1341306.86,28150965.76,march,2017,2017-03-01,2017
Greene,246944.74,5101406.78,march,2017,2017-03-01,2017
Guilford,26552799.18,556153189.33,march,2017,2017-03-01,2017
Halifax,1851628.98,38772649.25,march,2017,2017-03-01,2017
Harnett,3160559.09,65950450.38,march,2017,2017-03-01,2017
Haywood,2324474.06,48598112.37,march,2017,2017-03-01,2017
Henderson,4341860.18,90538899.25,march,2017,2017-03-01,2017
Hertford,850694.55,17770944.18,march,2017,2017-03-01,2017
Hoke,703771.82,14517418.84,march,2017,2017-03-01,2017
Hyde,109808.08,2229408.09,march,2017,2017-03-01,2017
Iredell,8412738.49,176596356.66,march,2017,2017-03-01,2017
Jackson,1615256.73,33746075.04,march,2017,2017-03-01,2017
Johnston,6419023.07,134596977.4,march,2017,2017-03-01,2017
Jones,147510.22,3072758.31,march,2017,2017-03-01,2017
Lee,2850035.95,60969252.26,march,2017,2017-03-01,2017
Lenoir,2043721.73,42800559.42,march,2017,2017-03-01,2017
Lincoln,2770415.46,57923112.11,march,2017,2017-03-01,2017
Macon,1570205.91,32745994.18,march,2017,2017-03-01,2017
Madison,407597.81,8469668.24,march,2017,2017-03-01,2017
Martin,718888.57,15043838.84,march,2017,2017-03-01,2017
McDowell,1257986.66,26320975.95,march,2017,2017-03-01,2017
Mecklenburg,77721025.73,1628318236.38,march,2017,2017-03-01,2017
Mitchell,426835.54,8904194.63,march,2017,2017-03-01,2017
Montgomery,618989.15,12920690.41,march,2017,2017-03-01,2017
Moore,4554479.48,94316921.2,march,2017,2017-03-01,2017
Nash,3789128.27,79484874.42,march,2017,2017-03-01,2017
New Hanover,14547728.59,305284482.55,march,2017,2017-03-01,2017
Northampton,305418.41,6371765.48,march,2017,2017-03-01,2017
Onslow,7263814.4,152227168.41,march,2017,2017-03-01,2017
Orange,5794748,121294618.13,march,2017,2017-03-01,2017
Pamlico,308208.6,6462005.77,march,2017,2017-03-01,2017
Pasquotank,1697781,35578326.27,march,2017,2017-03-01,2017
Pender,1419813.16,29620033.72,march,2017,2017-03-01,2017
Perquimans,247091.96,5108388.9,march,2017,2017-03-01,2017
Person,1164947.75,24461683.81,march,2017,2017-03-01,2017
Pitt,8523183.98,178926262.41,march,2017,2017-03-01,2017
Polk,458334.95,9525898.96,march,2017,2017-03-01,2017
Randolph,4322255.5,90369877.17,march,2017,2017-03-01,2017
Richmond,1369609.38,28684981.22,march,2017,2017-03-01,2017
Robeson,4215616.68,87909596.81,march,2017,2017-03-01,2017
Rockingham,2492037.03,52165097.56,march,2017,2017-03-01,2017
Rowan,4684194.58,98133857.69,march,2017,2017-03-01,2017
Rutherford,2313261.01,48311887.58,march,2017,2017-03-01,2017
Sampson,1724781.32,36050575.23,march,2017,2017-03-01,2017
Scotland,1133066.42,23657914.89,march,2017,2017-03-01,2017
Stanly,2070500.27,43482243.31,march,2017,2017-03-01,2017
Stokes,843541.14,17578948.58,march,2017,2017-03-01,2017
Surry,3160897.14,66292290.62,march,2017,2017-03-01,2017
Swain,420083.88,8689280.44,march,2017,2017-03-01,2017
Transylvania,1049830.96,21969340.99,march,2017,2017-03-01,2017
Tyrrell,64302.57,1340468.42,march,2017,2017-03-01,2017
Union,7277505.58,152366340.84,march,2017,2017-03-01,2017
Vance,1551529.06,33020937.37,march,2017,2017-03-01,2017
Wake,57130372.64,1196869635.4,march,2017,2017-03-01,2017
Warren,276415.72,5792174.17,march,2017,2017-03-01,2017
Washington,282552.43,5896266.04,march,2017,2017-03-01,2017
Watauga,2734221.67,57168720.72,march,2017,2017-03-01,2017
Wayne,4464779.06,93350033.71,march,2017,2017-03-01,2017
Wilkes,2334655.11,48972950.92,march,2017,2017-03-01,2017
Wilson,3668309.06,73284750.34,march,2017,2017-03-01,2017
Yadkin,790683.1,16487578.22,march,2017,2017-03-01,2017
Yancey,396588.45,8253228.02,march,2017,2017-03-01,2017
Foreign,27269220.6,576708452.52,march,2017,2017-03-01,2017
Alamance,9944596,208634570.32,april,2017,2017-04-01,2017
Alexander,838677.43,17609429.97,april,2017,2017-04-01,2017
Alleghany,313204.13,6482341.08,april,2017,2017-04-01,2017
Anson,665252.38,13956708.38,april,2017,2017-04-01,2017
Ashe,993271.61,20864254.68,april,2017,2017-04-01,2017
Avery,812725.12,16852467.6,april,2017,2017-04-01,2017
Beaufort,2007751.08,42272232.52,april,2017,2017-04-01,2017
Bertie,360170.44,7527340.03,april,2017,2017-04-01,2017
Bladen,995658.41,20997431.38,april,2017,2017-04-01,2017
Brunswick,6566633.03,138102130.3,april,2017,2017-04-01,2017
Buncombe,21547058.07,452244632.01,april,2017,2017-04-01,2017
Burke,3017531.09,63590925.1,april,2017,2017-04-01,2017
Cabarrus,14612426,307238990.39,april,2017,2017-04-01,2017
Caldwell,2385774.03,49969329.7,april,2017,2017-04-01,2017
Camden,228677.1,4781088.51,april,2017,2017-04-01,2017
Carteret,4342545.31,91526078.44,april,2017,2017-04-01,2017
Caswell,255564.53,5356842.63,april,2017,2017-04-01,2017
Catawba,10324888.81,217789122.97,april,2017,2017-04-01,2017
Chatham,2656691.49,55840593.35,april,2017,2017-04-01,2017
Cherokee,1255898.35,26423884.16,april,2017,2017-04-01,2017
Chowan,517982.8,10876881.38,april,2017,2017-04-01,2017
Clay,287910.41,6037460.64,april,2017,2017-04-01,2017
Cleveland,3941732.84,82850979.4,april,2017,2017-04-01,2017
Columbus,1821881.33,38221937.34,april,2017,2017-04-01,2017
Craven,4579517.59,96310733.53,april,2017,2017-04-01,2017
Cumberland,18296192.62,383632578.16,april,2017,2017-04-01,2017
Currituck,1012408.13,21248530.04,april,2017,2017-04-01,2017
Dare,3729747.63,78137100.22,april,2017,2017-04-01,2017
Davidson,5533961.33,116027180.21,april,2017,2017-04-01,2017
Davie,1404546.92,29343623.24,april,2017,2017-04-01,2017
Duplin,1748866.71,36668706.17,april,2017,2017-04-01,2017
Durham,30453901.29,639952321.06,april,2017,2017-04-01,2017
Edgecombe,1561974.22,32805816.37,april,2017,2017-04-01,2017
Forsyth,23693422.79,497112200.18,april,2017,2017-04-01,2017
Franklin,1881099.08,39470839.17,april,2017,2017-04-01,2017
Gaston,9819292.85,206241933.75,april,2017,2017-04-01,2017
Gates,160690.99,3362279.97,april,2017,2017-04-01,2017
Graham,275984.72,5805185.86,april,2017,2017-04-01,2017
Granville,1544181.47,32422046.59,april,2017,2017-04-01,2017
Greene,275682.78,5784280.05,april,2017,2017-04-01,2017
Guilford,32267672.06,677952809.49,april,2017,2017-04-01,2017
Halifax,2338904.98,49071518.04,april,2017,2017-04-01,2017
Harnett,3694478.51,77802115.3,april,2017,2017-04-01,2017
Haywood,2781634.59,58341670.09,april,2017,2017-04-01,2017
Henderson,5244147.71,109858517.26,april,2017,2017-04-01,2017
Hertford,980915.01,20571571.12,april,2017,2017-04-01,2017
Hoke,838251.04,17598876.64,april,2017,2017-04-01,2017
Hyde,154282.91,3192374.51,april,2017,2017-04-01,2017
Iredell,9904646.93,208192230.05,april,2017,2017-04-01,2017
Jackson,1851632.59,38832378.85,april,2017,2017-04-01,2017
Johnston,7693222.35,161804597.01,april,2017,2017-04-01,2017
Jones,178877.07,3740575.85,april,2017,2017-04-01,2017
Lee,3513896.68,77024349.4,april,2017,2017-04-01,2017
Lenoir,2495710.92,52017872.66,april,2017,2017-04-01,2017
Lincoln,3348500.1,70397932.56,april,2017,2017-04-01,2017
Macon,1873238.05,39370213.86,april,2017,2017-04-01,2017
Madison,426716.29,8918776.66,april,2017,2017-04-01,2017
Martin,923472.66,19396979.28,april,2017,2017-04-01,2017
McDowell,1466930.81,30749307.32,april,2017,2017-04-01,2017
Mecklenburg,91674584.08,1924429574.47,april,2017,2017-04-01,2017
Mitchell,535046.61,11260636.21,april,2017,2017-04-01,2017
Montgomery,735866.56,15472427.1,april,2017,2017-04-01,2017
Moore,5380704.49,112959196.56,april,2017,2017-04-01,2017
Nash,4748707.46,99731248.74,april,2017,2017-04-01,2017
New Hanover,18441351.74,388135758.66,april,2017,2017-04-01,2017
Northampton,473037.3,9932119.21,april,2017,2017-04-01,2017
Onslow,8716388.44,183028779.74,april,2017,2017-04-01,2017
Orange,6894448.84,144736612.79,april,2017,2017-04-01,2017
Pamlico,375345.77,7908429.04,april,2017,2017-04-01,2017
Pasquotank,2034644.06,42688638.65,april,2017,2017-04-01,2017
Pender,1806458.27,37892593.74,april,2017,2017-04-01,2017
Perquimans,288930.03,5884617.62,april,2017,2017-04-01,2017
Person,1355158,28553218.52,april,2017,2017-04-01,2017
Pitt,10314297.14,216620952.77,april,2017,2017-04-01,2017
Polk,537740.31,11272875.61,april,2017,2017-04-01,2017
Randolph,5092664.33,106518869.45,april,2017,2017-04-01,2017
Richmond,1656297.26,34757589.48,april,2017,2017-04-01,2017
Robeson,4668003.03,98087293.63,april,2017,2017-04-01,2017
Rockingham,2974621.72,62455686.1,april,2017,2017-04-01,2017
Rowan,6054104.62,127037883.77,april,2017,2017-04-01,2017
Rutherford,2480637.96,52097233.87,april,2017,2017-04-01,2017
Sampson,2060661.41,43204758.88,april,2017,2017-04-01,2017
Scotland,1367575.18,28740133.79,april,2017,2017-04-01,2017
Stanly,2454112.25,51299402.08,april,2017,2017-04-01,2017
Stokes,1017492.8,21373365.4,april,2017,2017-04-01,2017
Surry,3793208.31,79650533.7,april,2017,2017-04-01,2017
Swain,434612.78,9061974.65,april,2017,2017-04-01,2017
Transylvania,1345413.51,28089782.46,april,2017,2017-04-01,2017
Tyrrell,89897.02,1847852.78,april,2017,2017-04-01,2017
Union,8736548.46,183100210.05,april,2017,2017-04-01,2017
Vance,1974373.63,41525813.3,april,2017,2017-04-01,2017
Wake,67203794.87,1410212341.11,april,2017,2017-04-01,2017
Warren,343902.07,7263447.8,april,2017,2017-04-01,2017
Washington,1011405.39,21277252.5,april,2017,2017-04-01,2017
Watauga,2960377.1,62224399.91,april,2017,2017-04-01,2017
Wayne,5247973.98,110408098.93,april,2017,2017-04-01,2017
Wilkes,2650791.06,55526521.83,april,2017,2017-04-01,2017
Wilson,4238434.08,85204810.51,april,2017,2017-04-01,2017
Yadkin,955466.95,19936174.78,april,2017,2017-04-01,2017
Yancey,445616.92,9377818.96,april,2017,2017-04-01,2017
Foreign,34865261.68,736799636.03,april,2017,2017-04-01,2017
Alamance,9470683.35,198260420.18,may,2017,2017-05-01,2017
Alexander,785706.29,16521924.83,may,2017,2017-05-01,2017
Alleghany,264206.21,5529284.43,may,2017,2017-05-01,2017
Anson,595816.59,12480573.35,may,2017,2017-05-01,2017
Ashe,950443.36,19938142.68,may,2017,2017-05-01,2017
Avery,775849.35,16169687.31,may,2017,2017-05-01,2017
Beaufort,1901754.15,40195424.96,may,2017,2017-05-01,2017
Bertie,314325.08,6593807.64,may,2017,2017-05-01,2017
Bladen,857322.13,17910280.43,may,2017,2017-05-01,2017
Brunswick,6752507.46,141786073.93,may,2017,2017-05-01,2017
Buncombe,20541146.88,430636303.25,may,2017,2017-05-01,2017
Burke,2864326.34,60409594.17,may,2017,2017-05-01,2017
Cabarrus,13283820.59,278762758.47,may,2017,2017-05-01,2017
Caldwell,2429405,50977927.83,may,2017,2017-05-01,2017
Camden,227601.8,4690527.4,may,2017,2017-05-01,2017
Carteret,4562079.93,96017842.85,may,2017,2017-05-01,2017
Caswell,265662.69,5572777.98,may,2017,2017-05-01,2017
Catawba,9293358.64,196149983.59,may,2017,2017-05-01,2017
Chatham,2379591.79,49694788.75,may,2017,2017-05-01,2017
Cherokee,1231825.3,25883800.01,may,2017,2017-05-01,2017
Chowan,471294.57,9875786.21,may,2017,2017-05-01,2017
Clay,259296.26,5439091.91,may,2017,2017-05-01,2017
Cleveland,3610596.9,75694008.51,may,2017,2017-05-01,2017
Columbus,1641496.13,34331176.43,may,2017,2017-05-01,2017
Craven,4387359.07,92217929.86,may,2017,2017-05-01,2017
Cumberland,16221035.83,340047485.42,may,2017,2017-05-01,2017
Currituck,1322002.89,27735900.36,may,2017,2017-05-01,2017
Dare,5084041.74,106792519.87,may,2017,2017-05-01,2017
Davidson,5117826.34,107030565.07,may,2017,2017-05-01,2017
Davie,1336701.9,27708251.04,may,2017,2017-05-01,2017
Duplin,1520673.05,31827459.84,may,2017,2017-05-01,2017
Durham,26301155.87,552713079.78,may,2017,2017-05-01,2017
Edgecombe,1385446.3,29023479.78,may,2017,2017-05-01,2017
Forsyth,20876304.68,438098430.9,may,2017,2017-05-01,2017
Franklin,1550730.96,32420259.17,may,2017,2017-05-01,2017
Gaston,8414649.62,175724792.11,may,2017,2017-05-01,2017
Gates,156471.89,3265767.52,may,2017,2017-05-01,2017
Graham,237312.29,4992555.34,may,2017,2017-05-01,2017
Granville,1358450.39,28419335.38,may,2017,2017-05-01,2017
Greene,242907.75,5079314.67,may,2017,2017-05-01,2017
Guilford,29210958.63,613361382.55,may,2017,2017-05-01,2017
Halifax,2157168.19,45271664.26,may,2017,2017-05-01,2017
Harnett,3619103.36,75328883.8,may,2017,2017-05-01,2017
Haywood,2719521.69,56849661.63,may,2017,2017-05-01,2017
Henderson,4857331.54,101823203.34,may,2017,2017-05-01,2017
Hertford,806399.32,16918501.27,may,2017,2017-05-01,2017
Hoke,726668.23,15238954.83,may,2017,2017-05-01,2017
Hyde,223946.92,4543725.8,may,2017,2017-05-01,2017
Iredell,9173128.73,192788771.87,may,2017,2017-05-01,2017
Jackson,1905452.14,39909197.16,may,2017,2017-05-01,2017
Johnston,7160769.9,150252518.86,may,2017,2017-05-01,2017
Jones,184454.36,3872346.73,may,2017,2017-05-01,2017
Lee,3205318.89,69066217.68,may,2017,2017-05-01,2017
Lenoir,2300561.46,48271040.14,may,2017,2017-05-01,2017
Lincoln,3048863.43,64174918.27,may,2017,2017-05-01,2017
Macon,1988986.38,41173973.32,may,2017,2017-05-01,2017
Madison,390016.56,8124790.28,may,2017,2017-05-01,2017
Martin,809826.16,17028409.39,may,2017,2017-05-01,2017
McDowell,1339073.94,28144146.59,may,2017,2017-05-01,2017
Mecklenburg,83272122.96,1746218689.03,may,2017,2017-05-01,2017
Mitchell,566405.26,11882158.95,may,2017,2017-05-01,2017
Montgomery,724687.33,15231841.36,may,2017,2017-05-01,2017
Moore,5143516.47,107750089.32,may,2017,2017-05-01,2017
